"state","state1","zip","DOB","planname","quote_P","apply_P","review_P_initial","review_P_on_going"
"##New Mexico","NM","86661","03/06/1985","Foundation Dental - Guardian and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##New Mexico","NM","86546","03/06/1985","Foundation Dental - Protector I","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Nevada","NV","89110","03/06/1985","Foundation Dental - Defender","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Nevada","NV","89111","03/06/1986","Foundation Dental - Defender","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Nevada","NV","89112","03/06/1987","Foundation Dental - Defender","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Nevada","NV","89113","03/06/1988","Foundation Dental - Defender","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Nevada","NV","89114","03/06/1989","Foundation Dental - Defender","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Nevada","NV","89115","03/06/1990","Foundation Dental - Defender","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##New York","NY","11226","03/06/1985","Foundation Dental - Protector I and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##New York","NY","11226","03/06/1986","Foundation Dental - Protector I and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##New York","NY","11226","03/06/1987","Foundation Dental - Protector I and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##New York","NY","11226","03/06/1988","Foundation Dental - Protector I and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##New York","NY","11226","03/06/1989","Foundation Dental - Protector I and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##New York","NY","11226","03/06/1990","Foundation Dental - Protector I and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Ohio","OH","43228","03/06/1985","Foundation Dental - Guardian","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Ohio","OH","44140","03/06/1985","Foundation Dental - Defender and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Ohio","OH","43004","03/06/1985","Foundation Dental - Guardian and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Ohio","OH","43228","03/06/1985","Foundation Dental - Guardian","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Ohio","OH","43228","03/06/1985","Foundation Dental - Defender and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Ohio","OH","43228","03/06/1985","Foundation Dental - Guardian and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Oklahoma","OK","73160","03/06/1985","Foundation Dental - Protector I","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Oklahoma","OK","73160","03/06/1985","Foundation Dental - Protector I","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Oklahoma","OK","73160","03/06/1985","Foundation Dental - Protector I","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Oklahoma","OK","73160","03/06/1985","Foundation Dental - Protector I","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Oklahoma","OK","73160","03/06/1985","Foundation Dental - Protector I","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Oklahoma","OK","73160","03/06/1985","Foundation Dental - Protector I","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Oregon","OR","97229","03/06/1985","Foundation Dental - Defender","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Oregon","OR","97006","03/06/1985","Foundation Dental - Protector I and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Oregon","OR","97229","03/06/1985","Foundation Dental - Defender","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Oregon","OR","97006","03/06/1985","Foundation Dental - Protector I and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Oregon","OR","97229","03/06/1985","Foundation Dental - Defender","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Oregon","OR","97006","03/06/1985","Foundation Dental - Protector I and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Pennsylvania","PA","19120","03/06/1985","Foundation Dental - Guardian","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Pennsylvania","PA","15101","03/06/1985","Foundation Dental - Defender and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Pennsylvania","PA","15003","03/06/1985","Foundation Dental - Guardian and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Pennsylvania","PA","15821","03/06/1985","Foundation Dental - Protector I","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Pennsylvania","PA","15003","03/06/1985","Foundation Dental - Guardian and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Pennsylvania","PA","15821","03/06/1985","Foundation Dental - Protector I","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Rhode Island","RI","02909","03/06/1985","Foundation Dental - Defender","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Rhode Island","RI","02909","03/06/1985","Foundation Dental - Defender","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Rhode Island","RI","02909","03/06/1985","Foundation Dental - Defender","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Rhode Island","RI","02909","03/06/1985","Foundation Dental - Defender","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Rhode Island","RI","02909","03/06/1985","Foundation Dental - Defender","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Rhode Island","RI","02909","03/06/1985","Foundation Dental - Defender","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##South Carolina","SC","29223","03/06/1985","Foundation Dental - Protector I and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##South Carolina","SC","29223","03/06/1985","Foundation Dental - Protector I and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##South Carolina","SC","29223","03/06/1985","Foundation Dental - Protector I and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##South Carolina","SC","29223","03/06/1985","Foundation Dental - Protector I and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##South Carolina","SC","29223","03/06/1985","Foundation Dental - Protector I and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##South Carolina","SC","29223","03/06/1985","Foundation Dental - Protector I and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##South Dakota","SD","57106","03/06/1985","Foundation Dental - Guardian","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##South Dakota","SD","57001","03/06/1985","Foundation Dental - Defender and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##South Dakota","SD","57106","03/06/1985","Foundation Dental - Guardian","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##South Dakota","SD","57001","03/06/1985","Foundation Dental - Defender and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##South Dakota","SD","57106","03/06/1985","Foundation Dental - Guardian","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##South Dakota","SD","57001","03/06/1985","Foundation Dental - Defender and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Tennessee","TN","37013","03/06/1985","Foundation Dental - Guardian and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Tennessee","TN","37214","03/06/1985","Foundation Dental - Protector I","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Tennessee","TN","37013","03/06/1985","Foundation Dental - Guardian and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Tennessee","TN","37214","03/06/1985","Foundation Dental - Protector I","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Tennessee","TN","37013","03/06/1985","Foundation Dental - Guardian and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Tennessee","TN","37214","03/06/1985","Foundation Dental - Protector I","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Texas","TX","79936","03/06/1985","Foundation Dental - Defender","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Texas","TX","77079","03/06/1985","Foundation Dental - Protector I and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Texas","TX","75001","03/06/1985","Foundation Dental - Guardian","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Texas","TX","79936","03/06/1985","Foundation Dental - Defender","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Texas","TX","77079","03/06/1985","Foundation Dental - Protector I and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Texas","TX","75001","03/06/1985","Foundation Dental - Guardian","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Utah","UT","84120","03/06/1985","Foundation Dental - Defender and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Utah","UT","84120","03/06/1985","Foundation Dental - Defender and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Utah","UT","84120","03/06/1985","Foundation Dental - Defender and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Utah","UT","84120","03/06/1985","Foundation Dental - Defender and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Utah","UT","84120","03/06/1985","Foundation Dental - Defender and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Utah","UT","84120","03/06/1985","Foundation Dental - Defender and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Virginia","VA","23464","03/06/1985","Foundation Dental - Guardian and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Virginia","VA","20186","03/06/1985","Foundation Dental - Protector I","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Virginia","VA","23464","03/06/1985","Foundation Dental - Guardian and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Virginia","VA","20186","03/06/1985","Foundation Dental - Protector I","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Virginia","VA","23464","03/06/1985","Foundation Dental - Guardian and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Virginia","VA","20186","03/06/1985","Foundation Dental - Protector I","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Vermont","VT","05401","03/06/1985","Foundation Dental - Defender","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Vermont","VT","05401","03/06/1985","Foundation Dental - Defender","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Vermont","VT","05401","03/06/1985","Foundation Dental - Defender","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Vermont","VT","05401","03/06/1985","Foundation Dental - Defender","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Vermont","VT","05401","03/06/1985","Foundation Dental - Defender","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Vermont","VT","05401","03/06/1985","Foundation Dental - Defender","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Washington","WA","98115","03/06/1985","Foundation Dental - Protector I and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Washington","WA","98115","03/06/1985","Foundation Dental - Protector I and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Washington","WA","98115","03/06/1985","Foundation Dental - Protector I and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Washington","WA","98115","03/06/1985","Foundation Dental - Protector I and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Washington","WA","98115","03/06/1985","Foundation Dental - Protector I and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Washington","WA","98115","03/06/1985","Foundation Dental - Protector I and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Wisconsin","WI","53215","03/06/1985","Foundation Dental - Guardian","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Wisconsin","WI","53215","03/06/1985","Foundation Dental - Guardian","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Wisconsin","WI","53001","03/06/1985","Foundation Dental - Defender and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Wisconsin","WI","53215","03/06/1985","Foundation Dental - Guardian","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Wisconsin","WI","53215","03/06/1985","Foundation Dental - Guardian","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Wisconsin","WI","53001","03/06/1985","Foundation Dental - Defender and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##West Virginia","WV","25302","03/06/1985","Foundation Dental - Guardian and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##West Virginia","WV","24701","03/06/1985","Foundation Dental - Protector I","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##West Virginia","WV","25302","03/06/1985","Foundation Dental - Guardian and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##West Virginia","WV","24701","03/06/1985","Foundation Dental - Protector I","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##West Virginia","WV","25302","03/06/1985","Foundation Dental - Guardian and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##West Virginia","WV","24701","03/06/1985","Foundation Dental - Protector I","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Wyoming","WY","82001","03/06/1985","Foundation Dental - Defender","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Wyoming","WY","82001","03/06/1985","Foundation Dental - Defender","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Wyoming","WY","82001","03/06/1985","Foundation Dental - Defender","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Wyoming","WY","82001","03/06/1985","Foundation Dental - Defender","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Wyoming","WY","82001","03/06/1985","Foundation Dental - Defender","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Wyoming","WY","82001","03/06/1985","Foundation Dental - Defender","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
