NPI,Provider Organization Name (Legal Business Name),Provider Other Organization Name,Provider Other Organization Name Type Code,Provider First Line Business Practice Location Address,Provider Second Line Business Practice Location Address,Provider Business Practice Location Address City Name,Provider Business Practice Location Address State Name,Provider Business Practice Location Address Postal Code,Add,LNL,Provider Business Practice Location Address Telephone Number,Provider Business Practice Location Address Fax Number
1295785228,"NMG AFFILIATE PRACTICE I, LLC",,,1918 RANDOLPH RD,SUITE 175,CHARLOTTE,NC,282071100,"1918 RANDOLPH RD,SUITE 175,CHARLOTTE,NC 28207",${LNL},7043161050,7043161051
1215016761,DRS WOOD AND EVANS-WOOD,DOCTORS URGENT CARE,3,17204 MCMULLEN HWY SW,,CUMBERLAND,MD,215026214,"17204 MCMULLEN HWY SW,CUMBERLAND,MD 21502",${LNL},3017290060,3017293100
1982612925,MARY BLACK HEALTH SYSTEM LLC,WESTSIDE URGENT CARE,3,2995 REIDVILLE RD STE 100,,SPARTANBURG,SC,293015600,"2995 REIDVILLE RD STE 100,SPARTANBURG,SC 29301",${LNL},8645873000,8645873019
1649297730,LOURDES AFTER HOURS LLC,,,1700 KALISTE SALOOM RD,"BUILDING 2, STE 200",LAFAYETTE,LA,705086186,"1700 KALISTE SALOOM RD,BUILDING 2, STE 200,LAFAYETTE,LA 70508",${LNL},3379815085,3379815466
1659444032,PEDIATRIC URGENT CARE,,,150 SUNRISE HWY,SUITE 200,LINDENHURST,NY,117572598,"150 SUNRISE HWY,SUITE 200,LINDENHURST,NY 11757",${LNL},6319563537,6319567086
1699798520,"NOVA MEDICAL AND URGENT CARE CENTER, INC.",NOVA URGENT CARE,3,21785 FILIGREE CT,SUITE 100,ASHBURN,VA,201476213,"21785 FILIGREE CT,SUITE 100,ASHBURN,VA 20147",${LNL},7035541100,7035541110
1649265679,"BRISTOL HOSPITAL MULTI-SPECIALTY GROUP, INC.",,,923 FARMINGTON AVE,,BRISTOL,CT,60103927,"923 FARMINGTON AVE,BRISTOL,CT 6010",${LNL},8605853906,
1104802354,PRESBYTERIAN HEALTHCARE SERVICES,PRESBYTERIAN MEDICAL GROUP,3,5901 HARPER DR NE,,ALBUQUERQUE,NM,871093587,"5901 HARPER DR NE,ALBUQUERQUE,NM 87109",${LNL},5058238556,5058238555
1053364539,MEMORIAL URGENT CARE GROUP,,,1275 YORK AVE,,NEW YORK,NY,100216007,"1275 YORK AVE,NEW YORK,NY 10021",${LNL},6462273813,
1407836208,"U.S. HEALTHWORKS MEDICAL GROUP OF WASHINGTON, PS",,,25124 SPRINGFIELD COURT,SUITE 200,VALENCIA,CA,913551085,"25124 SPRINGFIELD COURT,SUITE 200,VALENCIA,CA 91355",${LNL},6616782600,6616782700
1700829322,A-CUTE KIDS URGENT CARE LLP,A-CUTE KIDS URGENT CARE,3,3401 PRESTON RD,SUITE 11,FRISCO,TX,750349007,"3401 PRESTON RD,SUITE 11,FRISCO,TX 75034",${LNL},2146183920,
1922014778,DR NORMAN E WOOD INC,DOCTORS URGENT CARE AND FAMILY PRACTICE,3,90 MAIN ST.,,WESTERNPORT,MD,21562,"90 MAIN ST.,WESTERNPORT,MD 21562",${LNL},3013592292,3013592295
1932292471,AMERICAN FAMILY SPINE AND HEALTH LLC,AMERICAN FAMILY CHIROPRATIC,3,3630 POPULAR TENT RD,,CONCORD,NC,28027,"3630 POPULAR TENT RD,CONCORD,NC 28027",${LNL},7047922700,7047922705
1093727042,UPPER VALLEY URGENT CARE CENTER,,,121 E REDD RD,,EL PASO,TX,79932,"121 E REDD RD,EL PASO,TX 79932",${LNL},9155848882,9155848884
1568469559,CONROE URGENT CARE CLINIC,,,2129 W DAVIS ST,STE D,CONROE,TX,773042050,"2129 W DAVIS ST,STE D,CONROE,TX 77304",${LNL},9364941110,9364941115
1194754358,"HMC MEDICAL CENTER, LLC",,,150 E HARMON AVE,,LAS VEGAS,NV,891094533,"150 E HARMON AVE,LAS VEGAS,NV 89109",${LNL},7027961116,7026924740
1023098845,"U.S. HEALTHWORKS MEDICAL GROUP OF ARIZONA, PC",,,25124 SPRINGFIELD CT,SUITE 200,VALENCIA,CA,913551085,"25124 SPRINGFIELD CT,SUITE 200,VALENCIA,CA 91355",${LNL},6616782300,6616782700
1396785168,MED-7 URGENT CARE CENTER,,,4156 MANZANITA AVE,SUITE 100,CARMICHAEL,CA,956081726,"4156 MANZANITA AVE,SUITE 100,CARMICHAEL,CA 95608",${LNL},9164886337,9169730158
1609834944,MAPLE GROVE URGENT CARE,,,12000 ELM CREEK BLVD N,,MAPLE GROVE,MN,553697073,"12000 ELM CREEK BLVD N,MAPLE GROVE,MN 55369",${LNL},7634207048,7634207938
1487607784,NORTHWEST HOSPITAL LLC,NORTHWEST MEDICAL CENTER,3,6200 N LA CHOLLA BLVD,,TUCSON,AZ,857413529,"6200 N LA CHOLLA BLVD,TUCSON,AZ 85741",${LNL},5207429000,5204698101
1386697688,ORO VALLEY HOSPITAL LLC,NORTHWEST MEDICAL CENTER ORO VALLEY,3,1551 E TANGERINE RD,,ORO VALLEY,AZ,857556213,"1551 E TANGERINE RD,ORO VALLEY,AZ 85755",${LNL},5209013500,5209013525
1184705287,"AMERICAN FAMILY SERVICES, INC.",ARCADIA NURSING AND REHABILITATION CENTER,3,17405 LANKFORD HWY,,NELSONIA,VA,23414,"17405 LANKFORD HWY,NELSONIA,VA 23414",${LNL},7576655555,7576655864
1841252046,BEACHCARE URGENT MEDICAL CENTER PC,,,5059 HWY 70 W,,MOREHEAD CITY,NC,285574503,"5059 HWY 70 W,MOREHEAD CITY,NC 28557",${LNL},2528083696,2528082022
1811932155,INTEGRIS PROHEALTH URGENT CARE,,,700 24TH AVE NW,,NORMAN,OK,730696232,"700 24TH AVE NW,NORMAN,OK 73069",${LNL},4053640555,4055735477
1841259025,WALLACE URGENT CARE LLC,,,112 MEDICAL VILLAGE DR,UNIT F,WALLACE,NC,284669999,"112 MEDICAL VILLAGE DR,UNIT F,WALLACE,NC 28466",${LNL},9102850333,9102850336
1477570281,QUICK CARE MEDICAL SERVICES INC,,,3210 AVENUE B,,SCOTTSBLUFF,NE,693614336,"3210 AVENUE B,SCOTTSBLUFF,NE 69361",${LNL},3086300800,3086300842
1164449971,VENTURA URGENT CARE CENTER,,,5725 RALSTON ST STE 101,,VENTURA,CA,930036053,"5725 RALSTON ST STE 101,VENTURA,CA 93003",${LNL},8056582273,8056399446
1255384558,ORO VALLEY HOSPITAL LLC,NORTHWEST MEDICAL CENTER ORO VALLEY,3,1551 E TANGERINE RD,,ORO VALLEY,AZ,857556213,"1551 E TANGERINE RD,ORO VALLEY,AZ 85755",${LNL},5209013500,5209013525
1063598100,COUNTY OF GADSDEN BOARD COUNTY COMMISSIONERS,GADSDEN COUNTY URGENT CARE CENTER,3,23186 BLUE STAR HIGHWAY,,QUINCY,FL,32353,"23186 BLUE STAR HIGHWAY,QUINCY,FL 32353",${LNL},8506275000,
1902846785,"SEDONA URGENT CARE, LTD.",,,2530 W HWY 89A,BLDG A,SEDONA,AZ,863365256,"2530 W HWY 89A,BLDG A,SEDONA,AZ 86336",${LNL},9282034813,9282030201
1609865757,"VERNON URGENT CARE CENTER, LLC",,,224 HARTFORD TPKE,,VERNON,CT,60664701,"224 HARTFORD TPKE,VERNON,CT 6066",${LNL},8608716939,8608712601
1730262668,SNOWSHOE MOUNTAIN INC.,SNOWSHOE HEALTH CENTER,3,10 SNOWSHOE DR.,,SNOWSHOE,WV,26209,"10 SNOWSHOE DR.,SNOWSHOE,WV 26209",${LNL},3045725694,
1902918832,CMG URGENTCARE,,,25500 N NORTERRA DR,ATTN: HCFS (SUPPORT CENTER),PHOENIX,AZ,850858200,"25500 N NORTERRA DR,ATTN: HCFS (SUPPORT CENTER),PHOENIX,AZ 85085",${LNL},6029424462,
1689612798,COMMUNITY MEMORIAL HEALTH SYSTEM,CMH CENTERS FOR FAMILY HEALTH,5,242 E HARVARD BLVD,SUITE C,SANTA PAULA,CA,930603372,"242 E HARVARD BLVD,SUITE C,SANTA PAULA,CA 93060",${LNL},8055259595,8055256667
1902809122,PRIMECARE AT TWIN LAKES LLC,,,1890 LPGA BLVD,STE 130,DAYTONA BEACH,FL,321177130,"1890 LPGA BLVD,STE 130,DAYTONA BEACH,FL 32117",${LNL},3862742212,3862741508
1396820742,PREMIER URGENT CARE OF BREVARD LLC,PREMIER URGENT CARE AT SUNTREE/PREMIER URGENT CARE AT VIERA,3,6300 N WICKHAM RD,SUITE 108,MELBOURNE,FL,329402028,"6300 N WICKHAM RD,SUITE 108,MELBOURNE,FL 32940",${LNL},3212532169,3212531720
1073563037,"BUFORD FAMILY PRACTICE AND URGENT CARE CENTER, PC",,,3331 HAMILTON MILL RD,STE 1102,BUFORD,GA,305194006,"3331 HAMILTON MILL RD,STE 1102,BUFORD,GA 30519",${LNL},6785410588,
1386673143,"WINSLOW MEDICAL CENTER, INC.",KINGWOOD URGENT CARE AND SPECIAL CLINIC,3,2601 W LAKE HOUSTON PKWY,,KINGWOOD,TX,773395222,"2601 W LAKE HOUSTON PKWY,KINGWOOD,TX 77339",${LNL},2813607502,2813600587
1205907870,SUMMIT URGENT CARE INC.,,,21844 23 MILE RD,,MACOMB,MI,480424422,"21844 23 MILE RD,MACOMB,MI 48042",${LNL},5865988115,5865915929
1720159304,"LAKESIDE URGENT CARE, P. C.",,,44472 HAYES RD,,CLINTON TOWNSHIP,MI,480381090,"44472 HAYES RD,CLINTON TOWNSHIP,MI 48038",${LNL},5864120890,5864121065
1740287531,"CORTLAND REGIONAL MEDICAL CENTER, INC.",,,134 HOMER AVE,,CORTLAND,NY,130451206,"134 HOMER AVE,CORTLAND,NY 13045",${LNL},6077563554,6077563545
1912950148,MAT SU VALLEY MEDICAL CENTER LLC,MAT-SU REGIONAL URGENT CARE,3,950 BOGARD RD,,WASILLA,AK,996547105,"950 BOGARD RD,WASILLA,AK 99654",${LNL},9078616000,9078616559
1811910813,AULTMAN HEALTH FOUNDATION,AULTMAN HOSPITAL URGENT CARE,3,2021 WALES AVE NW,,MASSILLON,OH,44646,"2021 WALES AVE NW,MASSILLON,OH 44646",${LNL},3303056999,3308305454
1972505857,EMERGENCY CARE DYNAMICS INC,URGENT CARE AND MORE,3,3434 MIDWAY DR,STE 1002,SAN DIEGO,CA,921104923,"3434 MIDWAY DR,STE 1002,SAN DIEGO,CA 92110",${LNL},6192256200,6192256208
1245267293,NOVA URGENT CARE PAMLICO PA,,,13808 HWY 55,,ALLIANCE,NC,28509,"13808 HWY 55,ALLIANCE,NC 28509",${LNL},2527457440,2526729897
1205886264,FAMILY HEALTH GROUP INC,,,854 W JAMES CAMPBELL BLVD,SUITE 303,COLUMBIA,TN,384014659,"854 W JAMES CAMPBELL BLVD,SUITE 303,COLUMBIA,TN 38401",${LNL},9315404255,9314904654
1093791089,"PRIORITY PEDIATRICS,P.A.",,,7801 AFTON RD,,WOODBURY,MN,551251507,"7801 AFTON RD,WOODBURY,MN 55125",${LNL},6517389494,6517388915
1639257769,URGENT CARE AND FAMILY MEDICINE CLINIC,,,1962 ONEAL LN,SUITE H-1,BATON ROUGE,LA,708163250,"1962 ONEAL LN,SUITE H-1,BATON ROUGE,LA 70816",${LNL},2257550095,2257558025
1073558417,KAHALA URGENT CARE INC.,,,4218 WAIALAE AVE,106A,HONOLULU,HI,968165321,"4218 WAIALAE AVE,106A,HONOLULU,HI 96816",${LNL},8087350007,8087350021
1144251976,COLORADO URGENT CARE LLC,NEXTCARE URGENT CARE,3,7450 W 52ND AVE,UNIT H,ARVADA,CO,800023747,"7450 W 52ND AVE,UNIT H,ARVADA,CO 80002",${LNL},4807761600,4807760025
1528140894,AMERICARE URGENT CARE WALK IN,MARY FAITH NORTHCUTT,3,1012 SOUTH CHANCERY STREET,,MCMINNVILLE,TN,37110,"1012 SOUTH CHANCERY STREET,MCMINNVILLE,TN 37110",${LNL},9315072273,9315072274
1154413441,"FAMILY AND URGENT CARE CENTER, INC.",,,1594 LAKEWOOD ROAD ROUTE 9 SOUTH,,TOMS RIVER,NJ,8755,"1594 LAKEWOOD ROAD ROUTE 9 SOUTH,TOMS RIVER,NJ 08755",${LNL},7327970097,
1255387858,"CHARLOTTE MEDICAL CENTER AND URGENT CARE, PLLC",,,616 MEIJER DR,,CHARLOTTE,MI,488138376,"616 MEIJER DR,CHARLOTTE,MI 48813",${LNL},5175437800,5175437900
1114912060,"CONSENSUS HEALTH URGENT CARE, INC",,,1000 COLUMBUS AVE,,LEBANON,OH,450368330,"1000 COLUMBUS AVE,LEBANON,OH 45036",${LNL},5139328171,
1902812670,MED-7 URGENT CARE CENTER,,,1201 E BIDWELL ST,,FOLSOM,CA,956303450,"1201 E BIDWELL ST,FOLSOM,CA 95630",${LNL},9169206337,9166735916
1174697833,NORTH VALLEY URGENT CARE,,,1940 FEATHER RIVER BLVD,SUITE #O,OROVILLE,CA,95965,"1940 FEATHER RIVER BLVD,SUITE #O,OROVILLE,CA 95965",${LNL},5305345135,5305320259
1740374560,SOUTHERN MEDICAL CARE,SOUTHERN URGENT CARE,4,6600 US HWY 98,SUITE B,HATTIESBURG,MS,39402,"6600 US HWY 98,SUITE B,HATTIESBURG,MS 39402",${LNL},6012612727,6012619847
1235185828,BAPTIST ST ANTHONYS HEALTH NETWORK,URGENT CARE CENTER,3,4510 S BELL ST,URGENT CARE CENTER,AMARILLO,TX,79109,"4510 S BELL ST,URGENT CARE CENTER,AMARILLO,TX 79109",${LNL},8062124835,8062126278
1851464796,RAPIDCARE LLC,,,129 N LOCUST AVE STE A,,LAWRENCEBURG,TN,384643757,"129 N LOCUST AVE STE A,LAWRENCEBURG,TN 38464",${LNL},9317627232,9317627234
1316036973,BATESVILLE EMERGENCY PHYSICIANS,,,107 EUREKA ST,,BATESVILLE,MS,386062533,"107 EUREKA ST,BATESVILLE,MS 38606",${LNL},6015730386,6625632189
1649226473,SAPIEN DIAGNOSTICS INC,FLORIDA AVENUE WALK-IN CLINIC,3,8407 N FLORIDA AVE,,TAMPA,FL,336043015,"8407 N FLORIDA AVE,TAMPA,FL 33604",${LNL},8139358707,8139358704
1427038215,PHYSICIANS PROMPT CARE CENTERS LLC,,,18210 LA GRANGE RD,SUITE 110,TINLEY PARK,IL,604877723,"18210 LA GRANGE RD,SUITE 110,TINLEY PARK,IL 60487",${LNL},7084782500,7084782040
1134122005,"ST. MARY'S HEALTH, INC",CONVENIENT CARE CENTERS,3,100 ST. MARY'S EPWORTH CROSSING,STE B100,NEWBURGH,IN,476309161,"100 ST. MARY'S EPWORTH CROSSING,STE B100,NEWBURGH,IN 47630",${LNL},8128539651,8128539899
1467544775,SANTA BARBARA COUNTY COUNTY AUDITOR,SANTA BARBARA COUNTY PUBLIC HEALTH DEPT-NEW CUYAMA HEALTH CARE CENTER,5,4711 HIGHWAY 166,,NEW CUYAMA,CA,93254,"4711 HIGHWAY 166,NEW CUYAMA,CA 93254",${LNL},6617662558,6617662376
1205886082,MAUK MEDICAL LLC,IMMEDIATE URGENT CARE,3,1036 MOUNT VERNON AVE,,MARION,OH,433025537,"1036 MOUNT VERNON AVE,MARION,OH 43302",${LNL},7403895151,7407259173
1699755397,PACIFIC URGENT CARE INC,,,1782 W HAMMER LN,,STOCKTON,CA,952092922,"1782 W HAMMER LN,STOCKTON,CA 95209",${LNL},2094759500,2094759599
1932167442,LAREDO URGENT CARE,,,7807 MCPHERSON AVE,STE 2E,LAREDO,TX,780452801,"7807 MCPHERSON AVE,STE 2E,LAREDO,TX 78045",${LNL},9567260501,9567266361
1518991470,"JAMES S MANION, MD, INC",EISENHOWER IMMEDIATE CARE CENTER,3,78822 HIGHWAY 111,,LA QUINTA,CA,922532046,"78822 HIGHWAY 111,LA QUINTA,CA 92253",${LNL},7605647000,7603282191
1083795256,UNIVERSITY HEALTH CARE PARK CITY MOUNTAIN RESORT URGENT CARE,,,1493 LOWELL AVE,,PARK CITY,UT,84060,"1493 LOWELL AVE,PARK CITY,UT 84060",${LNL},4356557970,
1255317137,"ZSH HEALTHCARE ASSOCIATES, PLLC",SUGAR LAND URGENT CARE CENTER,3,1211 HIGHWAY 6,SUITE 40,SUGAR LAND,TX,774784941,"1211 HIGHWAY 6,SUITE 40,SUGAR LAND,TX 77478",${LNL},2814947773,2814947796
1831191659,ELLIOT PHYSICIANS NETWORK,,,1070 HOLT AVENUE,UNIT 1 SUITE 2200,MANCHESTER,NH,3109,"1070 HOLT AVENUE,UNIT 1 SUITE 2200,MANCHESTER,NH 03109",${LNL},6036634900,6036634984
1336189158,EXPRESS HEALTH CLINIC CORPORATION,,,153 E BROADWAY BLVD,,JEFFERSON CITY,TN,377602517,"153 E BROADWAY BLVD,JEFFERSON CITY,TN 37760",${LNL},8654759969,8654759901
1104863562,"NORTON ENTERPRISES, INC.",,,315 E BROADWAY,STE# 185,LOUISVILLE,KY,402021703,"315 E BROADWAY,STE# 185,LOUISVILLE,KY 40202",${LNL},5026294150,5026294151
1568541860,COUNTY OF SANTA CLARA,SCVMC URGENT CARE DEPARTMENT,3,751 S BASCOM AVE,URGENT CARE DEPARTMENT,SAN JOSE,CA,951282604,"751 S BASCOM AVE,URGENT CARE DEPARTMENT,SAN JOSE,CA 95128",${LNL},4088855000,
1689772899,PLANTATION URGENT CARE CENTER,,,901 S STATE ROAD 7,,PLANTATION,FL,333174522,"901 S STATE ROAD 7,PLANTATION,FL 33317",${LNL},9547972900,9547924601
1386656957,"ROCK CREEK CLINIC, LP",ACCESS MEDICAL CENTER,3,10701 N ROCKWELL AVE,,OKLAHOMA CITY,OK,731624537,"10701 N ROCKWELL AVE,OKLAHOMA CITY,OK 73162",${LNL},4054701500,4056038109
1326000597,PINNACLE MEDICINE INC.,NEXTCARE,3,1066 N POWER RD,,MESA,AZ,852055709,"1066 N POWER RD,MESA,AZ 85205",${LNL},4807761588,4808070174
1518952365,"UCXTRA UMBRELLA, LLC","EAST VALLEY URGENT CARE, LLC",4,3200 S GILBERT RD,,CHANDLER,AZ,852865107,"3200 S GILBERT RD,CHANDLER,AZ 85286",${LNL},4804716404,4802194915
1194819920,"VERNON C. SORENSON, M.D., INC.",MEMORIAL URGENT CARE,5,3838 SAN DIMAS ST,SUITE B-100,BAKERSFIELD,CA,933012284,"3838 SAN DIMAS ST,SUITE B-100,BAKERSFIELD,CA 93301",${LNL},6613260088,6618610214
1841235074,"NOVA URGENT & MEDICAL CARE, P.A.",,,861 BERKSHIRE RD,,SMITHFIELD,NC,275774728,"861 BERKSHIRE RD,SMITHFIELD,NC 27577",${LNL},9199340985,
1316902539,PRIMARY URGENT CARE PL,,,1370 E VENICE AVE,202,VENICE,FL,342859082,"1370 E VENICE AVE,202,VENICE,FL 34285",${LNL},9414800500,9414809322
1669437885,WEST SIDE CLINIC,,,1371 W MAIN ST,,GAYLORD,MI,497357401,"1371 W MAIN ST,GAYLORD,MI 49735",${LNL},9897324118,9897327137
1952357519,"EXPRESS CARE OF BELLEVIEW, LLC","EXPRESS CARE OF BELLEVIEW, INC.",4,10762 S US HWY 441,,BELLEVIEW,FL,344203805,"10762 S US HWY 441,BELLEVIEW,FL 34420",${LNL},3523475225,3523471073
1356350896,DYER'S URGENT CARE MEDICAL CLINIC,,,23961 CALLE DE LA MAGDALENA,SUITE 115,LAGUNA HILLS,CA,926533616,"23961 CALLE DE LA MAGDALENA,SUITE 115,LAGUNA HILLS,CA 92653",${LNL},9492064633,9498552314
1043399074,HCS ACUTE CARE CENTER LLC,ALOMA URGENT CARE AT NARCOOSSEE ROAD,3,7252 NARCOOSSEE RD,SUITE 104,ORLANDO,FL,328225550,"7252 NARCOOSSEE RD,SUITE 104,ORLANDO,FL 32822",${LNL},4072156370,4079372505
1689744211,UNIVERSITY PRIMARY CARE PRACTICES INC,UH MENTOR URGENT CARE,5,9000 MENTOR AVE STE 101,,MENTOR,OH,440604496,"9000 MENTOR AVE STE 101,MENTOR,OH 44060",${LNL},4409744443,4409744418
1508977364,"R DOUGLAS COLLINS, M.D. INC",URGENT CARE,3,1034 W RAMSEY ST # A,,BANNING,CA,922204442,"1034 W RAMSEY ST # A,BANNING,CA 92220",${LNL},9518492526,9518499107
1447230925,"U.S. HEALTHWORKS MEDICAL GROUP OF FLORIDA, INC.",,,25124 SPRINGFIELD COURT,SUITE 200,VALENCIA,CA,913551085,"25124 SPRINGFIELD COURT,SUITE 200,VALENCIA,CA 91355",${LNL},6616782600,6616782700
1316927817,"U.S. HEALTHWORKS MEDICAL GROUP OF PENNSYLVANIA, PC",,,25124 SPRINGFIELD COURT,SUITE 200,VALENCIA,CA,913551085,"25124 SPRINGFIELD COURT,SUITE 200,VALENCIA,CA 91355",${LNL},6616782600,6616782700
1386653830,CAROLINAS PHYSICIANS NETWORK INC,CAROLINAS HEALTHCARE URGENT CARE - MORROCROFT,3,4525 CAMERON VALLEY PKWY,SUITE 1500,CHARLOTTE,NC,282114369,"4525 CAMERON VALLEY PKWY,SUITE 1500,CHARLOTTE,NC 28211",${LNL},7045126240,7045126241
1861432692,MERCY URGENT CARE,MERCY GENERAL URGENT CARE,4,1700 OAK AVE,,MUSKEGON,MI,494422407,"1700 OAK AVE,MUSKEGON,MI 49442",${LNL},2316726430,
1942392402,SANTA BARBARA COUNTY COUNTY AUDITOR,SANTA BARBARA COUNTY PUBLIC HEALTH DEPT-SMWHCC,3,116 S PALISADE DR,SUITE 104,SANTA MARIA,CA,934548904,"116 S PALISADE DR,SUITE 104,SANTA MARIA,CA 93454",${LNL},8057398710,8057398711
1447245162,QUICK CARE MEDICAL,,,645 RIDGEWOOD AVE,,HOLLY HILL,FL,321173617,"645 RIDGEWOOD AVE,HOLLY HILL,FL 32117",${LNL},3862585227,3862557348
1821091596,EXPRESS CARE PHARMACY INC.,EXPRESS CARE PHARMACY,3,801 E BROADWAY,UNIT A,GLENDALE,CA,912054528,"801 E BROADWAY,UNIT A,GLENDALE,CA 91205",${LNL},8182443330,8182445530
1902970528,"URGENT CARE AND MEDICAL CHIROPRACTIC REHAB, INC",SALEM CHIROPRACTIC,3,568 EAST STATE STREET,,SALEM,OH,444602933,"568 EAST STATE STREET,SALEM,OH 44460",${LNL},3303371441,3303371038
1578522595,WESTCHESTER URGENT CARE PLLC,,,210 WESTCHESTER AVE,,WHITE PLAINS,NY,106042901,"210 WESTCHESTER AVE,WHITE PLAINS,NY 10604",${LNL},9146815200,9146826403
1750302493,COMMUNITY MEMORIAL HOSPITAL,UC,5,740 S MAIN ST,,CHEBOYGAN,MI,497212220,"740 S MAIN ST,CHEBOYGAN,MI 49721",${LNL},2316275601,2316271846
1740283712,CAPE URGENT CARE INC.,,,1353 N MOUNT AUBURN RD,STE B,CAPE GIRARDEAU,MO,637011723,"1353 N MOUNT AUBURN RD,STE B,CAPE GIRARDEAU,MO 63701",${LNL},5733328400,5733328151
1568465466,"DOCTORS ON DUTY MEDICAL GROUP, INC",,,1212 S MAIN ST,,SALINAS,CA,939012260,"1212 S MAIN ST,SALINAS,CA 93901",${LNL},8314227777,8314220136
1942223995,JOHN MUIR PHYSICIAN NETWORK,,,1450 TREAT BLVD,SUITE 160,WALNUT CREEK,CA,945972168,"1450 TREAT BLVD,SUITE 160,WALNUT CREEK,CA 94597",${LNL},9252969000,9252969071
1437168937,CAROLINAS PHYSICIANS NETWORK INC,CAROLINAS HEALTHCARE URGENT CARE - BALLANTYNE,3,14214 BALLANTYNE LAKE RD,SUITE 100,CHARLOTTE,NC,282773372,"14214 BALLANTYNE LAKE RD,SUITE 100,CHARLOTTE,NC 28277",${LNL},7046672650,7045440172
1023104379,NEW HOPE URGENT CARE OF CLAYTON,,,34 UPPER RIVERDALE RD SE,SUITE 100-H,RIVERDALE,GA,302742635,"34 UPPER RIVERDALE RD SE,SUITE 100-H,RIVERDALE,GA 30274",${LNL},7709077288,7709913446
1316952112,"PIC BARTLESVILLE, PLLC","PIC BARTLESVILLE, PLLC",5,2334 SE WASHINGTON BLVD STE B&D,PIC BARTLESVILLE PLLC,BARTLESVILLE,OK,740067256,"2334 SE WASHINGTON BLVD STE B&D,PIC BARTLESVILLE PLLC,BARTLESVILLE,OK 74006",${LNL},9183319184,9183319187
1689689481,"TUSCALOOSA MED CENTER SOUTH, PC",,,5005 OSCAR BAXTER DR,,TUSCALOOSA,AL,354053698,"5005 OSCAR BAXTER DR,TUSCALOOSA,AL 35405",${LNL},2053432205,
1043200041,WEST PARK HOSPITAL DISTRICT,WEST PARK HOSPITAL URGENT CARE CLINIC,3,424 YELLOWSTONE AVE,SUITE 120,CODY,WY,82414,"424 YELLOWSTONE AVE,SUITE 120,CODY,WY 82414",${LNL},3075782907,3075871256
1083796122,"MEDCOR OF BARRINGTON, PC",LAKE CLINIC,3,1 LAKE HOT SPRINGS,,YELLOWSTONE NAT'L PARK,WI,82190,"1 LAKE HOT SPRINGS,YELLOWSTONE NAT'L PARK,WI 82190",${LNL},3072427241,3072427273
1134202625,VALLEY URGENT CARE,,,3020 BOARDWALK DR,VALLEY URGENT CARE,SAGINAW,MI,486032324,"3020 BOARDWALK DR,VALLEY URGENT CARE,SAGINAW,MI 48603",${LNL},9897913888,
1710977715,"TENNESSEE URGENT CARE ASSOCIATES, LLC",,,1332 HAZELWOOD DR,,SMYRNA,TN,371673922,"1332 HAZELWOOD DR,SMYRNA,TN 37167",${LNL},6153551338,6154592851
1578565206,OM SAKTHI P.A.,SEALY URGENT CARE CTR & MEDICAL CLINIC,3,1036 N CIRCLE DR,,SEALY,TX,774743336,"1036 N CIRCLE DR,SEALY,TX 77474",${LNL},9798770022,9798853810
1114958006,SKAGGS COMMUNITY HOSPITAL ASSOCIATION,COXHEALTH URGENT CARE,3,545 BRANSON LANDING BLVD,STE 100,BRANSON,MO,656164500,"545 BRANSON LANDING BLVD,STE 100,BRANSON,MO 65616",${LNL},4173488611,4173488611
1538232327,SURF CITY URGENT CARE AND FAMILY MEDICINE PLLC,,,13520 HIGHWAY 50 210,,SURF CITY,NC,28445,"13520 HIGHWAY 50 210,SURF CITY,NC 28445",${LNL},9103299812,9103299816
1366535015,"ACUTE CARE PARTNERSHIP, INC",,,1862 BELVIDERE RD.,,GRAYSLAKE,IL,60030,"1862 BELVIDERE RD.,GRAYSLAKE,IL 60030",${LNL},8472239494,
1063421469,UNION URGENT CARE LLC,CAROLINAS HEALTHCARE URGENT CARE - MONROE,3,613 E ROOSEVELT BLVD,,MONROE,NC,281125124,"613 E ROOSEVELT BLVD,MONROE,NC 28112",${LNL},7042838193,7042837252
1639278757,"ACCENT URGENT CARE & AFTER HOURS PEDIATRICS, PA",,,212 ASHVILLE AVE,SUITE 10,CARY,NC,275186669,"212 ASHVILLE AVE,SUITE 10,CARY,NC 27518",${LNL},9198591136,9198594240
1124083282,URGENT CARE CENTER OF GAINESVILLE,,,3925 NW 43RD ST,,GAINESVILLE,FL,326064565,"3925 NW 43RD ST,GAINESVILLE,FL 32606",${LNL},3523711777,3523710298
1841270337,"U.S. HEALTHWORKS MEDICAL GROUP OF ALASKA, LLC",,,"PMB 1168, 2440 E. TUDOR RD",,ANCHORAGE,AK,99507,"PMB 1168, 2440 E. TUDOR RD,ANCHORAGE,AK 99507",${LNL},9076462550,9075621319
1215980685,"FIRST CHOICE URGENT CARE CLINIC, INC",,,2040 COLLIER AVE,SUITE A,FORT MYERS,FL,339018124,"2040 COLLIER AVE,SUITE A,FORT MYERS,FL 33901",${LNL},2392779151,2392771552
1821198201,WEST ORANGE HEALTHCARE DISTRICT,HEALTH CENTRAL,3,10000 W COLONIAL DR,PATIENT FINANCIAL SERVICES DEPARTMENT,OCOEE,FL,347613498,"10000 W COLONIAL DR,PATIENT FINANCIAL SERVICES DEPARTMENT,OCOEE,FL 34761",${LNL},4072961000,4078771306
