state,zipcode,url,Authorization And Agreement
NJ,10964,http://praetemptatus.agilehealthinsurance.com/term-health-insurance/disclaimers/hccadvantage-NJ-20-5000,"I hereby request coverage under the insurance issued to the Med-Sense Guaranteed Association and underwritten by Companion Life Insurance Company. I understand this insurance contains a Pre-existing Condition exclusion, a Pre-certification Penalty and other restrictions and exclusions. I agree that coverage will not become effective for me or any dependent whose medical status, prior to the effective date, has changed and therefore results in a ��yes�� answer to any of the medical questions on this Application. If my medical status changes in this way, coverage will be declined for all individuals included on this application. I understand that if I have elected the Monthly Payment option, my credit card will be charged each month on the due date of the premium for 6 or 41 months, depending on the plan I have selected. I understand that I may terminate the scheduled payments by notifying Health Insurance Innovations in writing at least one business day prior to the next scheduled payment date. I understand that this coverage is not renewable or extendable. I understand that the information contained herein is a summary of the coverage offered in the Certificate of Insurance and that I may obtain a complete copy of the Certificate of Insurance upon request to Health Insurance Innovations. I understand that Companion Life, as underwriter of the plan, is solely liable for the coverage and benefits provided under the insurance. I understand and agree that the insurance agent/broker, if any, assisting with this Application is a representative of the Applicant. If signed by a representative of the Applicant, the undersigned represents his/her capacity to so act. If signed as guardian or proxy of the Applicant, the undersigned represents his/her capacity to so act. By acceptance of coverage and/or submission of any claim for benefits, the Applicant ratifies the authority of the signer to so act and bind the Applicant. If I am not already a member of the Med-Sense Guaranteed Association, I hereby request to be enrolled as a member. I will receive access to a membership packet after my membership fees are received."
NM,87008,http://praetemptatus.agilehealthinsurance.com/term-health-insurance/disclaimers/hccadvantage-NM-20-5000,"I hereby request coverage under the insurance issued to the Med-Sense Guaranteed Association and underwritten by Companion Life Insurance Company. I understand this insurance contains a Pre-existing Condition exclusion, a Pre-certification Penalty and other restrictions and exclusions. I agree that coverage will not become effective for me or any dependent whose medical status, prior to the effective date, has changed and therefore results in a ��yes�� answer to any of the medical questions on this Application. If my medical status changes in this way, coverage will be declined for all individuals included on this application. I understand that if I have elected the Monthly Payment option, my credit card will be charged each month on the due date of the premium for 6 or 42 months, depending on the plan I have selected. I understand that I may terminate the scheduled payments by notifying Health Insurance Innovations in writing at least one business day prior to the next scheduled payment date. I understand that this coverage is not renewable or extendable. I understand that the information contained herein is a summary of the coverage offered in the Certificate of Insurance and that I may obtain a complete copy of the Certificate of Insurance upon request to Health Insurance Innovations. I understand that Companion Life, as underwriter of the plan, is solely liable for the coverage and benefits provided under the insurance. I understand and agree that the insurance agent/broker, if any, assisting with this Application is a representative of the Applicant. If signed by a representative of the Applicant, the undersigned represents his/her capacity to so act. If signed as guardian or proxy of the Applicant, the undersigned represents his/her capacity to so act. By acceptance of coverage and/or submission of any claim for benefits, the Applicant ratifies the authority of the signer to so act and bind the Applicant. If I am not already a member of the Med-Sense Guaranteed Association, I hereby request to be enrolled as a member. I will receive access to a membership packet after my membership fees are received."
NV,89101,http://praetemptatus.agilehealthinsurance.com/term-health-insurance/disclaimers/hccadvantage-NV-20-5000,"I hereby request coverage under the insurance issued to the Med-Sense Guaranteed Association and underwritten by Companion Life Insurance Company. I understand this insurance contains a Pre-existing Condition exclusion, a Pre-certification Penalty and other restrictions and exclusions. I agree that coverage will not become effective for me or any dependent whose medical status, prior to the effective date, has changed and therefore results in a ��yes�� answer to any of the medical questions on this Application. If my medical status changes in this way, coverage will be declined for all individuals included on this application. I understand that if I have elected the Monthly Payment option, my credit card will be charged each month on the due date of the premium for 6 or 43 months, depending on the plan I have selected. I understand that I may terminate the scheduled payments by notifying Health Insurance Innovations in writing at least one business day prior to the next scheduled payment date. I understand that this coverage is not renewable or extendable. I understand that the information contained herein is a summary of the coverage offered in the Certificate of Insurance and that I may obtain a complete copy of the Certificate of Insurance upon request to Health Insurance Innovations. I understand that Companion Life, as underwriter of the plan, is solely liable for the coverage and benefits provided under the insurance. I understand and agree that the insurance agent/broker, if any, assisting with this Application is a representative of the Applicant. If signed by a representative of the Applicant, the undersigned represents his/her capacity to so act. If signed as guardian or proxy of the Applicant, the undersigned represents his/her capacity to so act. By acceptance of coverage and/or submission of any claim for benefits, the Applicant ratifies the authority of the signer to so act and bind the Applicant. If I am not already a member of the Med-Sense Guaranteed Association, I hereby request to be enrolled as a member. I will receive access to a membership packet after my membership fees are received."
NY,10001,http://praetemptatus.agilehealthinsurance.com/term-health-insurance/disclaimers/hccadvantage-NY-20-5000,"I hereby request coverage under the insurance issued to the Med-Sense Guaranteed Association and underwritten by Companion Life Insurance Company. I understand this insurance contains a Pre-existing Condition exclusion, a Pre-certification Penalty and other restrictions and exclusions. I agree that coverage will not become effective for me or any dependent whose medical status, prior to the effective date, has changed and therefore results in a ��yes�� answer to any of the medical questions on this Application. If my medical status changes in this way, coverage will be declined for all individuals included on this application. I understand that if I have elected the Monthly Payment option, my credit card will be charged each month on the due date of the premium for 6 or 44 months, depending on the plan I have selected. I understand that I may terminate the scheduled payments by notifying Health Insurance Innovations in writing at least one business day prior to the next scheduled payment date. I understand that this coverage is not renewable or extendable. I understand that the information contained herein is a summary of the coverage offered in the Certificate of Insurance and that I may obtain a complete copy of the Certificate of Insurance upon request to Health Insurance Innovations. I understand that Companion Life, as underwriter of the plan, is solely liable for the coverage and benefits provided under the insurance. I understand and agree that the insurance agent/broker, if any, assisting with this Application is a representative of the Applicant. If signed by a representative of the Applicant, the undersigned represents his/her capacity to so act. If signed as guardian or proxy of the Applicant, the undersigned represents his/her capacity to so act. By acceptance of coverage and/or submission of any claim for benefits, the Applicant ratifies the authority of the signer to so act and bind the Applicant. If I am not already a member of the Med-Sense Guaranteed Association, I hereby request to be enrolled as a member. I will receive access to a membership packet after my membership fees are received."
OH,45201,http://praetemptatus.agilehealthinsurance.com/term-health-insurance/disclaimers/hccadvantage-OH-20-5000,"I hereby request coverage under the insurance issued to the Med-Sense Guaranteed Association and underwritten by Companion Life Insurance Company. I understand this insurance contains a Pre-existing Condition exclusion, a Pre-certification Penalty and other restrictions and exclusions. I agree that coverage will not become effective for me or any dependent whose medical status, prior to the effective date, has changed and therefore results in a ��yes�� answer to any of the medical questions on this Application. If my medical status changes in this way, coverage will be declined for all individuals included on this application. I understand that if I have elected the Monthly Payment option, my credit card will be charged each month on the due date of the premium for 6 or 45 months, depending on the plan I have selected. I understand that I may terminate the scheduled payments by notifying Health Insurance Innovations in writing at least one business day prior to the next scheduled payment date. I understand that this coverage is not renewable or extendable. I understand that the information contained herein is a summary of the coverage offered in the Certificate of Insurance and that I may obtain a complete copy of the Certificate of Insurance upon request to Health Insurance Innovations. I understand that Companion Life, as underwriter of the plan, is solely liable for the coverage and benefits provided under the insurance. I understand and agree that the insurance agent/broker, if any, assisting with this Application is a representative of the Applicant. If signed by a representative of the Applicant, the undersigned represents his/her capacity to so act. If signed as guardian or proxy of the Applicant, the undersigned represents his/her capacity to so act. By acceptance of coverage and/or submission of any claim for benefits, the Applicant ratifies the authority of the signer to so act and bind the Applicant. If I am not already a member of the Med-Sense Guaranteed Association, I hereby request to be enrolled as a member. I will receive access to a membership packet after my membership fees are received."
OK,73717,http://praetemptatus.agilehealthinsurance.com/term-health-insurance/disclaimers/hccadvantage-OK-20-5000,"I hereby request coverage under the insurance issued to the Med-Sense Guaranteed Association and underwritten by Companion Life Insurance Company. I understand this insurance contains a Pre-existing Condition exclusion, a Pre-certification Penalty and other restrictions and exclusions. I agree that coverage will not become effective for me or any dependent whose medical status, prior to the effective date, has changed and therefore results in a ��yes�� answer to any of the medical questions on this Application. If my medical status changes in this way, coverage will be declined for all individuals included on this application. I understand that if I have elected the Monthly Payment option, my credit card will be charged each month on the due date of the premium for 6 or 46 months, depending on the plan I have selected. I understand that I may terminate the scheduled payments by notifying Health Insurance Innovations in writing at least one business day prior to the next scheduled payment date. I understand that this coverage is not renewable or extendable. I understand that the information contained herein is a summary of the coverage offered in the Certificate of Insurance and that I may obtain a complete copy of the Certificate of Insurance upon request to Health Insurance Innovations. I understand that Companion Life, as underwriter of the plan, is solely liable for the coverage and benefits provided under the insurance. I understand and agree that the insurance agent/broker, if any, assisting with this Application is a representative of the Applicant. If signed by a representative of the Applicant, the undersigned represents his/her capacity to so act. If signed as guardian or proxy of the Applicant, the undersigned represents his/her capacity to so act. By acceptance of coverage and/or submission of any claim for benefits, the Applicant ratifies the authority of the signer to so act and bind the Applicant. If I am not already a member of the Med-Sense Guaranteed Association, I hereby request to be enrolled as a member. I will receive access to a membership packet after my membership fees are received."
OR,97710,http://praetemptatus.agilehealthinsurance.com/term-health-insurance/disclaimers/hccadvantage-OR-20-5000,"I hereby request coverage under the insurance issued to the Med-Sense Guaranteed Association and underwritten by Companion Life Insurance Company. I understand this insurance contains a Pre-existing Condition exclusion, a Pre-certification Penalty and other restrictions and exclusions. I agree that coverage will not become effective for me or any dependent whose medical status, prior to the effective date, has changed and therefore results in a ��yes�� answer to any of the medical questions on this Application. If my medical status changes in this way, coverage will be declined for all individuals included on this application. I understand that if I have elected the Monthly Payment option, my credit card will be charged each month on the due date of the premium for 6 or 47 months, depending on the plan I have selected. I understand that I may terminate the scheduled payments by notifying Health Insurance Innovations in writing at least one business day prior to the next scheduled payment date. I understand that this coverage is not renewable or extendable. I understand that the information contained herein is a summary of the coverage offered in the Certificate of Insurance and that I may obtain a complete copy of the Certificate of Insurance upon request to Health Insurance Innovations. I understand that Companion Life, as underwriter of the plan, is solely liable for the coverage and benefits provided under the insurance. I understand and agree that the insurance agent/broker, if any, assisting with this Application is a representative of the Applicant. If signed by a representative of the Applicant, the undersigned represents his/her capacity to so act. If signed as guardian or proxy of the Applicant, the undersigned represents his/her capacity to so act. By acceptance of coverage and/or submission of any claim for benefits, the Applicant ratifies the authority of the signer to so act and bind the Applicant. If I am not already a member of the Med-Sense Guaranteed Association, I hereby request to be enrolled as a member. I will receive access to a membership packet after my membership fees are received."
PA,19019,http://praetemptatus.agilehealthinsurance.com/term-health-insurance/disclaimers/hccadvantage-PA-20-5000,"I hereby request coverage under the insurance issued to the Med-Sense Guaranteed Association and underwritten by Companion Life Insurance Company. I understand this insurance contains a Pre-existing Condition exclusion, a Pre-certification Penalty and other restrictions and exclusions. I agree that coverage will not become effective for me or any dependent whose medical status, prior to the effective date, has changed and therefore results in a ��yes�� answer to any of the medical questions on this Application. If my medical status changes in this way, coverage will be declined for all individuals included on this application. I understand that if I have elected the Monthly Payment option, my credit card will be charged each month on the due date of the premium for 6 or 48 months, depending on the plan I have selected. I understand that I may terminate the scheduled payments by notifying Health Insurance Innovations in writing at least one business day prior to the next scheduled payment date. I understand that this coverage is not renewable or extendable. I understand that the information contained herein is a summary of the coverage offered in the Certificate of Insurance and that I may obtain a complete copy of the Certificate of Insurance upon request to Health Insurance Innovations. I understand that Companion Life, as underwriter of the plan, is solely liable for the coverage and benefits provided under the insurance. I understand and agree that the insurance agent/broker, if any, assisting with this Application is a representative of the Applicant. If signed by a representative of the Applicant, the undersigned represents his/her capacity to so act. If signed as guardian or proxy of the Applicant, the undersigned represents his/her capacity to so act. By acceptance of coverage and/or submission of any claim for benefits, the Applicant ratifies the authority of the signer to so act and bind the Applicant. If I am not already a member of the Med-Sense Guaranteed Association, I hereby request to be enrolled as a member. I will receive access to a membership packet after my membership fees are received."
RI,2806,http://praetemptatus.agilehealthinsurance.com/term-health-insurance/disclaimers/hccadvantage-RI-20-5000,"I hereby request coverage under the insurance issued to the Med-Sense Guaranteed Association and underwritten by Companion Life Insurance Company. I understand this insurance contains a Pre-existing Condition exclusion, a Pre-certification Penalty and other restrictions and exclusions. I agree that coverage will not become effective for me or any dependent whose medical status, prior to the effective date, has changed and therefore results in a ��yes�� answer to any of the medical questions on this Application. If my medical status changes in this way, coverage will be declined for all individuals included on this application. I understand that if I have elected the Monthly Payment option, my credit card will be charged each month on the due date of the premium for 6 or 49 months, depending on the plan I have selected. I understand that I may terminate the scheduled payments by notifying Health Insurance Innovations in writing at least one business day prior to the next scheduled payment date. I understand that this coverage is not renewable or extendable. I understand that the information contained herein is a summary of the coverage offered in the Certificate of Insurance and that I may obtain a complete copy of the Certificate of Insurance upon request to Health Insurance Innovations. I understand that Companion Life, as underwriter of the plan, is solely liable for the coverage and benefits provided under the insurance. I understand and agree that the insurance agent/broker, if any, assisting with this Application is a representative of the Applicant. If signed by a representative of the Applicant, the undersigned represents his/her capacity to so act. If signed as guardian or proxy of the Applicant, the undersigned represents his/her capacity to so act. By acceptance of coverage and/or submission of any claim for benefits, the Applicant ratifies the authority of the signer to so act and bind the Applicant. If I am not already a member of the Med-Sense Guaranteed Association, I hereby request to be enrolled as a member. I will receive access to a membership packet after my membership fees are received."
SC,29601,http://praetemptatus.agilehealthinsurance.com/term-health-insurance/disclaimers/hccadvantage-SC-20-5000,"I hereby request coverage under the insurance issued to the Med-Sense Guaranteed Association and underwritten by Companion Life Insurance Company. I understand this insurance contains a Pre-existing Condition exclusion, a Pre-certification Penalty and other restrictions and exclusions. I agree that coverage will not become effective for me or any dependent whose medical status, prior to the effective date, has changed and therefore results in a ��yes�� answer to any of the medical questions on this Application. If my medical status changes in this way, coverage will be declined for all individuals included on this application. I understand that if I have elected the Monthly Payment option, my credit card will be charged each month on the due date of the premium for 6 or 50 months, depending on the plan I have selected. I understand that I may terminate the scheduled payments by notifying Health Insurance Innovations in writing at least one business day prior to the next scheduled payment date. I understand that this coverage is not renewable or extendable. I understand that the information contained herein is a summary of the coverage offered in the Certificate of Insurance and that I may obtain a complete copy of the Certificate of Insurance upon request to Health Insurance Innovations. I understand that Companion Life, as underwriter of the plan, is solely liable for the coverage and benefits provided under the insurance. I understand and agree that the insurance agent/broker, if any, assisting with this Application is a representative of the Applicant. If signed by a representative of the Applicant, the undersigned represents his/her capacity to so act. If signed as guardian or proxy of the Applicant, the undersigned represents his/her capacity to so act. By acceptance of coverage and/or submission of any claim for benefits, the Applicant ratifies the authority of the signer to so act and bind the Applicant. If I am not already a member of the Med-Sense Guaranteed Association, I hereby request to be enrolled as a member. I will receive access to a membership packet after my membership fees are received."
SD,57424,http://praetemptatus.agilehealthinsurance.com/term-health-insurance/disclaimers/hccadvantage-SD-20-5000,"I hereby request coverage under the insurance issued to the Med-Sense Guaranteed Association and underwritten by Companion Life Insurance Company. I understand this insurance contains a Pre-existing Condition exclusion, a Pre-certification Penalty and other restrictions and exclusions. I agree that coverage will not become effective for me or any dependent whose medical status, prior to the effective date, has changed and therefore results in a ��yes�� answer to any of the medical questions on this Application. If my medical status changes in this way, coverage will be declined for all individuals included on this application. I understand that if I have elected the Monthly Payment option, my credit card will be charged each month on the due date of the premium for 6 or 51 months, depending on the plan I have selected. I understand that I may terminate the scheduled payments by notifying Health Insurance Innovations in writing at least one business day prior to the next scheduled payment date. I understand that this coverage is not renewable or extendable. I understand that the information contained herein is a summary of the coverage offered in the Certificate of Insurance and that I may obtain a complete copy of the Certificate of Insurance upon request to Health Insurance Innovations. I understand that Companion Life, as underwriter of the plan, is solely liable for the coverage and benefits provided under the insurance. I understand and agree that the insurance agent/broker, if any, assisting with this Application is a representative of the Applicant. If signed by a representative of the Applicant, the undersigned represents his/her capacity to so act. If signed as guardian or proxy of the Applicant, the undersigned represents his/her capacity to so act. By acceptance of coverage and/or submission of any claim for benefits, the Applicant ratifies the authority of the signer to so act and bind the Applicant. If I am not already a member of the Med-Sense Guaranteed Association, I hereby request to be enrolled as a member. I will receive access to a membership packet after my membership fees are received."
TN,37016,http://praetemptatus.agilehealthinsurance.com/term-health-insurance/disclaimers/hccadvantage-TN-20-5000,"I hereby request coverage under the insurance issued to the Med-Sense Guaranteed Association and underwritten by Companion Life Insurance Company. I understand this insurance contains a Pre-existing Condition exclusion, a Pre-certification Penalty and other restrictions and exclusions. I agree that coverage will not become effective for me or any dependent whose medical status, prior to the effective date, has changed and therefore results in a ��yes�� answer to any of the medical questions on this Application. If my medical status changes in this way, coverage will be declined for all individuals included on this application. I understand that if I have elected the Monthly Payment option, my credit card will be charged each month on the due date of the premium for 6 or 52 months, depending on the plan I have selected. I understand that I may terminate the scheduled payments by notifying Health Insurance Innovations in writing at least one business day prior to the next scheduled payment date. I understand that this coverage is not renewable or extendable. I understand that the information contained herein is a summary of the coverage offered in the Certificate of Insurance and that I may obtain a complete copy of the Certificate of Insurance upon request to Health Insurance Innovations. I understand that Companion Life, as underwriter of the plan, is solely liable for the coverage and benefits provided under the insurance. I understand and agree that the insurance agent/broker, if any, assisting with this Application is a representative of the Applicant. If signed by a representative of the Applicant, the undersigned represents his/her capacity to so act. If signed as guardian or proxy of the Applicant, the undersigned represents his/her capacity to so act. By acceptance of coverage and/or submission of any claim for benefits, the Applicant ratifies the authority of the signer to so act and bind the Applicant. If I am not already a member of the Med-Sense Guaranteed Association, I hereby request to be enrolled as a member. I will receive access to a membership packet after my membership fees are received."
TX,75901,http://praetemptatus.agilehealthinsurance.com/term-health-insurance/disclaimers/hccadvantage-TX-20-5000,"I hereby request coverage under the insurance issued to the Med-Sense Guaranteed Association and underwritten by Companion Life Insurance Company. I understand this insurance contains a Pre-existing Condition exclusion, a Pre-certification Penalty and other restrictions and exclusions. I agree that coverage will not become effective for me or any dependent whose medical status, prior to the effective date, has changed and therefore results in a ��yes�� answer to any of the medical questions on this Application. If my medical status changes in this way, coverage will be declined for all individuals included on this application. I understand that if I have elected the Monthly Payment option, my credit card will be charged each month on the due date of the premium for 6 or 53 months, depending on the plan I have selected. I understand that I may terminate the scheduled payments by notifying Health Insurance Innovations in writing at least one business day prior to the next scheduled payment date. I understand that this coverage is not renewable or extendable. I understand that the information contained herein is a summary of the coverage offered in the Certificate of Insurance and that I may obtain a complete copy of the Certificate of Insurance upon request to Health Insurance Innovations. I understand that Companion Life, as underwriter of the plan, is solely liable for the coverage and benefits provided under the insurance. I understand and agree that the insurance agent/broker, if any, assisting with this Application is a representative of the Applicant. If signed by a representative of the Applicant, the undersigned represents his/her capacity to so act. If signed as guardian or proxy of the Applicant, the undersigned represents his/her capacity to so act. By acceptance of coverage and/or submission of any claim for benefits, the Applicant ratifies the authority of the signer to so act and bind the Applicant. If I am not already a member of the Med-Sense Guaranteed Association, I hereby request to be enrolled as a member. I will receive access to a membership packet after my membership fees are received."
UT,84101,http://praetemptatus.agilehealthinsurance.com/term-health-insurance/disclaimers/hccadvantage-UT-20-5000,"I hereby request coverage under the insurance issued to the Med-Sense Guaranteed Association and underwritten by Companion Life Insurance Company. I understand this insurance contains a Pre-existing Condition exclusion, a Pre-certification Penalty and other restrictions and exclusions. I agree that coverage will not become effective for me or any dependent whose medical status, prior to the effective date, has changed and therefore results in a ��yes�� answer to any of the medical questions on this Application. If my medical status changes in this way, coverage will be declined for all individuals included on this application. I understand that if I have elected the Monthly Payment option, my credit card will be charged each month on the due date of the premium for 6 or 54 months, depending on the plan I have selected. I understand that I may terminate the scheduled payments by notifying Health Insurance Innovations in writing at least one business day prior to the next scheduled payment date. I understand that this coverage is not renewable or extendable. I understand that the information contained herein is a summary of the coverage offered in the Certificate of Insurance and that I may obtain a complete copy of the Certificate of Insurance upon request to Health Insurance Innovations. I understand that Companion Life, as underwriter of the plan, is solely liable for the coverage and benefits provided under the insurance. I understand and agree that the insurance agent/broker, if any, assisting with this Application is a representative of the Applicant. If signed by a representative of the Applicant, the undersigned represents his/her capacity to so act. If signed as guardian or proxy of the Applicant, the undersigned represents his/her capacity to so act. By acceptance of coverage and/or submission of any claim for benefits, the Applicant ratifies the authority of the signer to so act and bind the Applicant. If I am not already a member of the Med-Sense Guaranteed Association, I hereby request to be enrolled as a member. I will receive access to a membership packet after my membership fees are received."
VA,23002,http://praetemptatus.agilehealthinsurance.com/term-health-insurance/disclaimers/hccadvantage-VA-20-5000,"I hereby request coverage under the insurance issued to the Med-Sense Guaranteed Association and underwritten by Companion Life Insurance Company. I understand this insurance contains a Pre-existing Condition exclusion, a Pre-certification Penalty and other restrictions and exclusions. I agree that coverage will not become effective for me or any dependent whose medical status, prior to the effective date, has changed and therefore results in a ��yes�� answer to any of the medical questions on this Application. If my medical status changes in this way, coverage will be declined for all individuals included on this application. I understand that if I have elected the Monthly Payment option, my credit card will be charged each month on the due date of the premium for 6 or 55 months, depending on the plan I have selected. I understand that I may terminate the scheduled payments by notifying Health Insurance Innovations in writing at least one business day prior to the next scheduled payment date. I understand that this coverage is not renewable or extendable. I understand that the information contained herein is a summary of the coverage offered in the Certificate of Insurance and that I may obtain a complete copy of the Certificate of Insurance upon request to Health Insurance Innovations. I understand that Companion Life, as underwriter of the plan, is solely liable for the coverage and benefits provided under the insurance. I understand and agree that the insurance agent/broker, if any, assisting with this Application is a representative of the Applicant. If signed by a representative of the Applicant, the undersigned represents his/her capacity to so act. If signed as guardian or proxy of the Applicant, the undersigned represents his/her capacity to so act. By acceptance of coverage and/or submission of any claim for benefits, the Applicant ratifies the authority of the signer to so act and bind the Applicant. If I am not already a member of the Med-Sense Guaranteed Association, I hereby request to be enrolled as a member. I will receive access to a membership packet after my membership fees are received."
VT,24540,http://praetemptatus.agilehealthinsurance.com/term-health-insurance/disclaimers/hccadvantage-VT-20-5000,"I hereby request coverage under the insurance issued to the Med-Sense Guaranteed Association and underwritten by Companion Life Insurance Company. I understand this insurance contains a Pre-existing Condition exclusion, a Pre-certification Penalty and other restrictions and exclusions. I agree that coverage will not become effective for me or any dependent whose medical status, prior to the effective date, has changed and therefore results in a ��yes�� answer to any of the medical questions on this Application. If my medical status changes in this way, coverage will be declined for all individuals included on this application. I understand that if I have elected the Monthly Payment option, my credit card will be charged each month on the due date of the premium for 6 or 56 months, depending on the plan I have selected. I understand that I may terminate the scheduled payments by notifying Health Insurance Innovations in writing at least one business day prior to the next scheduled payment date. I understand that this coverage is not renewable or extendable. I understand that the information contained herein is a summary of the coverage offered in the Certificate of Insurance and that I may obtain a complete copy of the Certificate of Insurance upon request to Health Insurance Innovations. I understand that Companion Life, as underwriter of the plan, is solely liable for the coverage and benefits provided under the insurance. I understand and agree that the insurance agent/broker, if any, assisting with this Application is a representative of the Applicant. If signed by a representative of the Applicant, the undersigned represents his/her capacity to so act. If signed as guardian or proxy of the Applicant, the undersigned represents his/her capacity to so act. By acceptance of coverage and/or submission of any claim for benefits, the Applicant ratifies the authority of the signer to so act and bind the Applicant. If I am not already a member of the Med-Sense Guaranteed Association, I hereby request to be enrolled as a member. I will receive access to a membership packet after my membership fees are received."
WA,98101,http://praetemptatus.agilehealthinsurance.com/term-health-insurance/disclaimers/hccadvantage-WA-20-5000,"I hereby request coverage under the insurance issued to the Med-Sense Guaranteed Association and underwritten by Companion Life Insurance Company. I understand this insurance contains a Pre-existing Condition exclusion, a Pre-certification Penalty and other restrictions and exclusions. I agree that coverage will not become effective for me or any dependent whose medical status, prior to the effective date, has changed and therefore results in a ��yes�� answer to any of the medical questions on this Application. If my medical status changes in this way, coverage will be declined for all individuals included on this application. I understand that if I have elected the Monthly Payment option, my credit card will be charged each month on the due date of the premium for 6 or 57 months, depending on the plan I have selected. I understand that I may terminate the scheduled payments by notifying Health Insurance Innovations in writing at least one business day prior to the next scheduled payment date. I understand that this coverage is not renewable or extendable. I understand that the information contained herein is a summary of the coverage offered in the Certificate of Insurance and that I may obtain a complete copy of the Certificate of Insurance upon request to Health Insurance Innovations. I understand that Companion Life, as underwriter of the plan, is solely liable for the coverage and benefits provided under the insurance. I understand and agree that the insurance agent/broker, if any, assisting with this Application is a representative of the Applicant. If signed by a representative of the Applicant, the undersigned represents his/her capacity to so act. If signed as guardian or proxy of the Applicant, the undersigned represents his/her capacity to so act. By acceptance of coverage and/or submission of any claim for benefits, the Applicant ratifies the authority of the signer to so act and bind the Applicant. If I am not already a member of the Med-Sense Guaranteed Association, I hereby request to be enrolled as a member. I will receive access to a membership packet after my membership fees are received."
WI,54401,http://praetemptatus.agilehealthinsurance.com/term-health-insurance/disclaimers/hccadvantage-WI-20-5000,"I hereby request coverage under the insurance issued to the Med-Sense Guaranteed Association and underwritten by Companion Life Insurance Company. I understand this insurance contains a Pre-existing Condition exclusion, a Pre-certification Penalty and other restrictions and exclusions. I agree that coverage will not become effective for me or any dependent whose medical status, prior to the effective date, has changed and therefore results in a ��yes�� answer to any of the medical questions on this Application. If my medical status changes in this way, coverage will be declined for all individuals included on this application. I understand that if I have elected the Monthly Payment option, my credit card will be charged each month on the due date of the premium for 6 or 58 months, depending on the plan I have selected. I understand that I may terminate the scheduled payments by notifying Health Insurance Innovations in writing at least one business day prior to the next scheduled payment date. I understand that this coverage is not renewable or extendable. I understand that the information contained herein is a summary of the coverage offered in the Certificate of Insurance and that I may obtain a complete copy of the Certificate of Insurance upon request to Health Insurance Innovations. I understand that Companion Life, as underwriter of the plan, is solely liable for the coverage and benefits provided under the insurance. I understand and agree that the insurance agent/broker, if any, assisting with this Application is a representative of the Applicant. If signed by a representative of the Applicant, the undersigned represents his/her capacity to so act. If signed as guardian or proxy of the Applicant, the undersigned represents his/her capacity to so act. By acceptance of coverage and/or submission of any claim for benefits, the Applicant ratifies the authority of the signer to so act and bind the Applicant. If I am not already a member of the Med-Sense Guaranteed Association, I hereby request to be enrolled as a member. I will receive access to a membership packet after my membership fees are received."
WV,24851,http://praetemptatus.agilehealthinsurance.com/term-health-insurance/disclaimers/hccadvantage-WV-20-5000,"I hereby request coverage under the insurance issued to the Med-Sense Guaranteed Association and underwritten by Companion Life Insurance Company. I understand this insurance contains a Pre-existing Condition exclusion, a Pre-certification Penalty and other restrictions and exclusions. I agree that coverage will not become effective for me or any dependent whose medical status, prior to the effective date, has changed and therefore results in a ��yes�� answer to any of the medical questions on this Application. If my medical status changes in this way, coverage will be declined for all individuals included on this application. I understand that if I have elected the Monthly Payment option, my credit card will be charged each month on the due date of the premium for 6 or 59 months, depending on the plan I have selected. I understand that I may terminate the scheduled payments by notifying Health Insurance Innovations in writing at least one business day prior to the next scheduled payment date. I understand that this coverage is not renewable or extendable. I understand that the information contained herein is a summary of the coverage offered in the Certificate of Insurance and that I may obtain a complete copy of the Certificate of Insurance upon request to Health Insurance Innovations. I understand that Companion Life, as underwriter of the plan, is solely liable for the coverage and benefits provided under the insurance. I understand and agree that the insurance agent/broker, if any, assisting with this Application is a representative of the Applicant. If signed by a representative of the Applicant, the undersigned represents his/her capacity to so act. If signed as guardian or proxy of the Applicant, the undersigned represents his/her capacity to so act. By acceptance of coverage and/or submission of any claim for benefits, the Applicant ratifies the authority of the signer to so act and bind the Applicant. If I am not already a member of the Med-Sense Guaranteed Association, I hereby request to be enrolled as a member. I will receive access to a membership packet after my membership fees are received."
