"city_name","state","state1","zipcode","Q1","Q2","Q3","Q4","Q5","plan name"
"##Houston","Texas","TX","79936","1. Will any applicant have other health insurance in force on the policy effective date or be eligible for Medicaid?  Texas residents are not required to answer this question.","2. 	Are you or any applicant: Now pregnant, an expectant father, in process of adoption, or undergoing infertility treatment? Over 300 pounds if male or over 250 pounds if female?","3. 	Within the last 5 years has any applicant been diagnosed, treated, or taken medication for or experienced signs or symptoms of any of the following:  cancer or tumor, stroke, heart disease including heart attack, chest pain or had heart surgery, COPD (chronic obstructive pulmonary disease) or emphysema, Crohn's disease, liver disorder, degenerative disc disease or herniation, rheumatoid arthritis, kidney disorder, diabetes, degenerative joint disease of the knee, alcohol abuse or chemical dependency, or any neurological disorder?","4. 	Within the last 5 years has any applicant been treated by a physician or medical practitioner for Acquired Immune Deficiency Syndrome (AIDS) or tested positive for Human Immunodeficiency Virus (HIV)?  Residents of WI do not need to disclose HIV test results.","5. 	If you are not a US Citizen, do you expect to legally reside in the US for the duration of the policy?","${plan}"
"##Milwaukee","Wisconsin","WI","53215","1. Will any applicant have other health insurance in force on the policy effective date or be eligible for Medicaid?","2. 	Are you or any applicant: Now pregnant, an expectant father, in process of adoption, or undergoing infertility treatment? Over 300 pounds if male or over 250 pounds if female?","3. 	Within the last 5 years has any applicant been diagnosed, treated, or taken medication for or experienced signs or symptoms of any of the following:  cancer or tumor, stroke, heart disease including heart attack, chest pain or had heart surgery, COPD (chronic obstructive pulmonary disease) or emphysema, Crohn's disease, liver disorder, degenerative disc disease or herniation/bulge, rheumatoid arthritis, kidney disorder, diabetes, degenerative joint disease of the knee, alcohol abuse or chemical dependency, or any neurological disorder?","4. 	Within the last 5 years has any applicant been diagnosed or treated by a physician or medical practitioner for Acquired Immune Deficiency Syndrome (AIDS) or tested positive for Human Immunodeficiency Virus (HIV)?  Residents of WI do not need to disclose HIV test results.","5. 	If you are not a US Citizen, do you expect to legally reside in the US for the duration of the policy?","${plan}"
"##Charleston","West Virginia","WV","25302","1. Will any applicant have other health insurance in force on the policy effective date or be eligible for Medicaid? If so, do you intend to replace your current accident and sickness insurance with this policy (contract)?","2. Are you or any applicant: Now pregnant, an expectant father, in process of adoption, or undergoing infertility treatment? Over 300 pounds if male or over 250 pounds if female?","3. Within the last 5 years has any applicant been diagnosed, treated, or taken medication for or experienced signs or symptoms of any of the following:  cancer or tumor, stroke, heart disease including heart attack, chest pain or had heart surgery, COPD (chronic obstructive pulmonary disease) or emphysema, Crohn's disease, liver disorder, degenerative disc disease or herniation/bulge, rheumatoid arthritis, kidney disorder, diabetes, degenerative joint disease of the knee, alcohol abuse or chemical dependency, or any neurological disorder?","4. Within the last 5 years has any applicant been diagnosed or treated by a physician or medical practitioner for Acquired Immune Deficiency Syndrome (AIDS) or tested positive for Human Immunodeficiency Virus (HIV)?  Residents of WI do not need to disclose HIV test results.","5. If you are not a US Citizen, do you expect to legally reside in the US for the duration of the policy?","${plan}"
"##Cheyenne","Wyoming","WY","82001","1. Will any applicant have other health insurance in force on the policy effective date or be eligible for Medicaid?","2. Are you or any applicant: Now pregnant, an expectant father, in process of adoption, or undergoing infertility treatment? Over 300 pounds if male or over 250 pounds if female?","3. Within the last 5 years has any applicant been diagnosed, treated, or taken medication for or experienced signs or symptoms of any of the following:  cancer or tumor, stroke, heart disease including heart attack, chest pain or had heart surgery, COPD (chronic obstructive pulmonary disease) or emphysema, Crohn's disease, liver disorder, degenerative disc disease or herniation/bulge, rheumatoid arthritis, kidney disorder, diabetes, degenerative joint disease of the knee, alcohol abuse or chemical dependency, or any neurological disorder?","4. Within the last 5 years has any applicant been diagnosed or treated by a physician or medical practitioner for Acquired Immune Deficiency Syndrome (AIDS) or tested positive for Human Immunodeficiency Virus (HIV)?  Residents of WI do not need to disclose HIV test results.","5. If you are not a US Citizen, do you expect to legally reside in the US for the duration of the policy?","${plan}"
"##Little Rock","Arkansas","AR","72209","1. Will any applicant have other health insurance in force on the policy effective date or be eligible for Medicaid?","2. 	Are you or any applicant: Now pregnant, an expectant father, in process of adoption, or undergoing infertility treatment? Over 300 pounds if male or over 250 pounds if female?","3. 	Within the last 5 years has any applicant been diagnosed, treated, or taken medication for or experienced signs or symptoms of any of the following:  cancer or tumor, stroke, heart disease including heart attack, chest pain or had heart surgery, COPD (chronic obstructive pulmonary disease) or emphysema, Crohn's disease, liver disorder, degenerative disc disease or herniation/bulge, rheumatoid arthritis, kidney disorder, diabetes, degenerative joint disease of the knee, alcohol abuse or chemical dependency, or any neurological disorder?","4. 	Within the last 5 years has any applicant been diagnosed or treated by a physician or medical practitioner for Acquired Immune Deficiency Syndrome (AIDS) or tested positive for Human Immunodeficiency Virus (HIV)?  Residents of WI do not need to disclose HIV test results.","5. 	If you are not a US Citizen, do you expect to legally reside in the US for the duration of the policy?","${plan}"
"##Birmingham","Alabama","AL","35215","1. Will any applicant have other health insurance in force on the policy effective date or be eligible for Medicaid?","2. 	Are you or any applicant: Now pregnant, an expectant father, in process of adoption, or undergoing infertility treatment? Over 300 pounds if male or over 250 pounds if female?","3. 	Within the last 5 years has any applicant been diagnosed, treated, or taken medication for or experienced signs or symptoms of any of the following:  cancer or tumor, stroke, heart disease including heart attack, chest pain or had heart surgery, COPD (chronic obstructive pulmonary disease) or emphysema, Crohn's disease, liver disorder, degenerative disc disease or herniation/bulge, rheumatoid arthritis, kidney disorder, diabetes, degenerative joint disease of the knee, alcohol abuse or chemical dependency, or any neurological disorder?","4. 	Within the last 5 years has any applicant been diagnosed or treated by a physician or medical practitioner for Acquired Immune Deficiency Syndrome (AIDS) or tested positive for Human Immunodeficiency Virus (HIV)?  Residents of WI do not need to disclose HIV test results.","5. 	If you are not a US Citizen, do you expect to legally reside in the US for the duration of the policy?","${plan}"
"##Chevy Chase","District Of Columbia","DC","20015","1. Will any applicant have other health insurance in force on the policy effective date or be eligible for Medicaid?","2. 	Are you or any applicant: Now pregnant, an expectant father, in process of adoption, or undergoing infertility treatment? Over 300 pounds if male or over 250 pounds if female?","3. 	Within the last 5 years has any applicant been diagnosed, treated, or taken medication for or experienced signs or symptoms of any of the following:  cancer or tumor, stroke, heart disease including heart attack, chest pain or had heart surgery, COPD (chronic obstructive pulmonary disease) or emphysema, Crohn's disease, liver disorder, degenerative disc disease or herniation/bulge, rheumatoid arthritis, kidney disorder, diabetes, degenerative joint disease of the knee, alcohol abuse or chemical dependency, or any neurological disorder?","4. 	Within the last 5 years has any applicant been diagnosed or treated by a physician or medical practitioner for Acquired Immune Deficiency Syndrome (AIDS) or tested positive for Human Immunodeficiency Virus (HIV)?  Residents of WI do not need to disclose HIV test results.","5. 	If you are not a US Citizen, do you expect to legally reside in the US for the duration of the policy?","${plan}"
"##Wilmington","Delaware","DE","19805","1. Will any applicant have other health insurance in force on the policy effective date or be eligible for Medicaid?","2. 	Are you or any applicant: Now pregnant, an expectant father, in process of adoption, or undergoing infertility treatment? Over 300 pounds if male or over 250 pounds if female?","3. 	Within the last 5 years has any applicant been diagnosed, treated, or taken medication for or experienced signs or symptoms of any of the following:  cancer or tumor, stroke, heart disease including heart attack, chest pain or had heart surgery, COPD (chronic obstructive pulmonary disease) or emphysema, Crohn's disease, liver disorder, degenerative disc disease or herniation/bulge, rheumatoid arthritis, kidney disorder, diabetes, degenerative joint disease of the knee, alcohol abuse or chemical dependency, or any neurological disorder?","4. 	Within the last 5 years has any applicant been diagnosed or treated by a physician or medical practitioner for Acquired Immune Deficiency Syndrome (AIDS) or tested positive for Human Immunodeficiency Virus (HIV)?  Residents of WI do not need to disclose HIV test results.","5. 	If you are not a US Citizen, do you expect to legally reside in the US for the duration of the policy?","${plan}"
"##Jackson","Mississippi","MS","39503","1. Will any applicant have other health insurance in force on the policy effective date or be eligible for Medicaid?","2. 	Are you or any applicant: Now pregnant, an expectant father, in process of adoption, or undergoing infertility treatment? Over 300 pounds if male or over 250 pounds if female?","3. 	Within the last 5 years has any applicant been diagnosed, treated, or taken medication for or experienced signs or symptoms of any of the following:  cancer or tumor, stroke, heart disease including heart attack, chest pain or had heart surgery, COPD (chronic obstructive pulmonary disease) or emphysema, Crohn's disease, liver disorder, degenerative disc disease or herniation/bulge, rheumatoid arthritis, kidney disorder, diabetes, degenerative joint disease of the knee, alcohol abuse or chemical dependency, or any neurological disorder?","4. 	Within the last 5 years has any applicant been diagnosed or treated by a physician or medical practitioner for Acquired Immune Deficiency Syndrome (AIDS) or tested positive for Human Immunodeficiency Virus (HIV)?  Residents of WI do not need to disclose HIV test results.","5. 	If you are not a US Citizen, do you expect to legally reside in the US for the duration of the policy?","${plan}"
"##Las Vegas","Nevada","NV","89110","1. Will any applicant have other health insurance in force on the policy effective date or be eligible for Medicaid?","2. 	Are you or any applicant: Now pregnant, an expectant father, in process of adoption, or undergoing infertility treatment? Over 300 pounds if male or over 250 pounds if female?","3. 	Within the last 5 years has any applicant been diagnosed, treated, or taken medication for or experienced signs or symptoms of any of the following:  cancer or tumor, stroke, heart disease including heart attack, chest pain or had heart surgery, COPD (chronic obstructive pulmonary disease) or emphysema, Crohn's disease, liver disorder, degenerative disc disease or herniation/bulge, rheumatoid arthritis, kidney disorder, diabetes, degenerative joint disease of the knee, alcohol abuse or chemical dependency, or any neurological disorder?","4. 	Within the last 5 years has any applicant been diagnosed or treated by a physician or medical practitioner for Acquired Immune Deficiency Syndrome (AIDS) or tested positive for Human Immunodeficiency Virus (HIV)?  Residents of WI do not need to disclose HIV test results.","5. 	If you are not a US Citizen, do you expect to legally reside in the US for the duration of the policy?","${plan}"
"##Philadelphia","Pennsylvania","PA","19120","1. Will any applicant have other health insurance in force on the policy effective date or be eligible for Medicaid?","2. 	Are you or any applicant: Now pregnant, an expectant father, in process of adoption, or undergoing infertility treatment? Over 300 pounds if male or over 250 pounds if female?","3. 	Within the last 5 years has any applicant been diagnosed, treated, or taken medication for or experienced signs or symptoms of any of the following:  cancer or tumor, stroke, heart disease including heart attack, chest pain or had heart surgery, COPD (chronic obstructive pulmonary disease) or emphysema, Crohn's disease, liver disorder, degenerative disc disease or herniation/bulge, rheumatoid arthritis, kidney disorder, diabetes, degenerative joint disease of the knee, alcohol abuse or chemical dependency, or any neurological disorder?","4. 	Within the last 5 years has any applicant been diagnosed or treated by a physician or medical practitioner for Acquired Immune Deficiency Syndrome (AIDS) or tested positive for Human Immunodeficiency Virus (HIV)?  Residents of WI do not need to disclose HIV test results.","5. 	If you are not a US Citizen, do you expect to legally reside in the US for the duration of the policy?","${plan}"
