"city_name","state","state1","zipcode","Q1","Q2","Q3","Q4","Q5","Q6","Q7","plan name"
"##Billings","Montana","MT","59102","Are you or is any family member (whether or not named) an expectant mother or father in the process of adopting a child or undergoing infertility treatment? If yes coverage cannot be issued.","Have you or anyone named been declined for insurance due to health reasons? (The person(s) named will not be covered under the policy/certificate.)","Have you or any person named lived in the 50 states of the USA or the District of Columbia for less than the past 12 months? (The person(s) named will not be covered under the policy/certificate.)","Do you or any person named now have hospital or medical expense insurance that will not terminate prior to the requested effective date? (The person(s) named will not be covered under the policy/certificate)","Within the last 5 years have you or anyone named received medical or surgical consultation advice or treatment including medication for any of the following: liver disorders kidney disorders chronic obstructive pulmonary disorder (COPD) or emphysema diabetes cancer heart or circulatory system disorders (excluding high blood pressure) Crohn's disease or ulcerative colitis or alcohol or drug abuse or immune system disorders? (The person(s) named will not be covered under the policy/certificate.)","Within the last 5 years have you or has anyone named received treatment advice medication or surgical consultation for HIV infection from a doctor or other licensed clinical professional or had a positive test for HIV infection performed by a doctor or other licensed clinical professional? (The person(s) name will not be covered under the policy/certificate.)","${Q7}","${plan}"
"##Charlotte","North Carolina","NC","28269","Are you or is any family member (whether or not named) an expectant mother or father in the process of adopting a child or undergoing infertility treatment? If yes coverage cannot be issued.","Have you or anyone named been declined for insurance due to health reasons? (The person(s) named will not be covered under the policy/certificate.)","Have you or any person named lived in the 50 states of the USA or the District of Columbia for less than the past 12 months? (The person(s) named will not be covered under the policy/certificate.)","Do you or any person named now have hospital or medical expense insurance that will not terminate prior to the requested effective date? (The person(s) named will not be covered under the policy/certificate)","Within the last 5 years have you or anyone named received medical or surgical consultation advice or treatment including medication for any of the following: liver disorders kidney disorders chronic obstructive pulmonary disorder (COPD) or emphysema diabetes cancer heart or circulatory system disorders (excluding high blood pressure) Crohn's disease or ulcerative colitis or alcohol or drug abuse or immune system disorders? (The person(s) named will not be covered under the policy/certificate.)","Within the last 5 years have you or has anyone named received treatment advice medication or surgical consultation for HIV infection from a doctor or other licensed clinical professional or had a positive test for HIV infection performed by a doctor or other licensed clinical professional? (The person(s) name will not be covered under the policy/certificate.)","${Q7}","${plan}"
"##Fargo","North Dakota","ND","58103","Are you or is any family member (whether or not named) an expectant mother or father in the process of adopting a child or undergoing infertility treatment? If yes coverage cannot be issued.","Have you or anyone named been declined for insurance due to health reasons? (The person(s) named will not be covered under the policy/certificate.)","Have you or any person named lived in the 50 states of the USA or the District of Columbia for less than the past 12 months? (The person(s) named will not be covered under the policy/certificate.)","Do you or any person named now have hospital or medical expense insurance that will not terminate prior to the requested effective date? (The person(s) named will not be covered under the policy/certificate)","Within the last 5 years have you or anyone named received medical or surgical consultation advice or treatment including medication for any of the following: liver disorders kidney disorders chronic obstructive pulmonary disorder (COPD) or emphysema diabetes cancer heart or circulatory system disorders (excluding high blood pressure) Crohn's disease or ulcerative colitis or alcohol or drug abuse or immune system disorders? (The person(s) named will not be covered under the policy/certificate.)","Within the last 5 years have you or has anyone named received treatment advice medication or surgical consultation for HIV infection from a doctor or other licensed clinical professional or had a positive test for HIV infection performed by a doctor or other licensed clinical professional? (The person(s) name will not be covered under the policy/certificate.)","${Q7}","${plan}"
"##Omaha","Nebraska","NE","68104","Are you or is any family member (whether or not named) an expectant mother or father in the process of adopting a child or undergoing infertility treatment? If yes coverage cannot be issued.","Have you or anyone named been declined for insurance due to health reasons? (The person(s) named will not be covered under the policy/certificate.)","Have you or any person named lived in the 50 states of the USA or the District of Columbia for less than the past 12 months? (The person(s) named will not be covered under the policy/certificate.)","Do you or any person named now have hospital or medical expense insurance that will not terminate prior to the requested effective date? (The person(s) named will not be covered under the policy/certificate)","Within the last 5 years have you or anyone named received medical or surgical consultation advice or treatment including medication for any of the following: liver disorders kidney disorders chronic obstructive pulmonary disorder (COPD) or emphysema diabetes cancer heart or circulatory system disorders (excluding high blood pressure) Crohn's disease or ulcerative colitis or alcohol or drug abuse or immune system disorders? (The person(s) named will not be covered under the policy/certificate.)","Within the last 5 years have you or has anyone named received treatment advice medication or surgical consultation for HIV infection from a doctor or other licensed clinical professional or had a positive test for HIV infection performed by a doctor or other licensed clinical professional? (The person(s) name will not be covered under the policy/certificate.)","${Q7}","${plan}"
"##Manchester","New Hampshire","NH","3103","Are you or is any family member (whether or not named) an expectant mother or father in the process of adopting a child or undergoing infertility treatment? If yes coverage cannot be issued.","Have you or anyone named been declined for insurance due to health reasons? (The person(s) named will not be covered under the policy/certificate.)","Have you or any person named lived in the 50 states of the USA or the District of Columbia for less than the past 12 months? (The person(s) named will not be covered under the policy/certificate.)","Do you or any person named now have hospital or medical expense insurance that will not terminate prior to the requested effective date? (The person(s) named will not be covered under the policy/certificate)","Within the last 5 years have you or anyone named received medical or surgical consultation advice or treatment including medication for any of the following: liver disorders kidney disorders chronic obstructive pulmonary disorder (COPD) or emphysema diabetes cancer heart or circulatory system disorders (excluding high blood pressure) Crohn's disease or ulcerative colitis or alcohol or drug abuse or immune system disorders? (The person(s) named will not be covered under the policy/certificate.)","Within the last 5 years have you or has anyone named received treatment advice medication or surgical consultation for HIV infection from a doctor or other licensed clinical professional or had a positive test for HIV infection performed by a doctor or other licensed clinical professional? (The person(s) name will not be covered under the policy/certificate.)","${Q7}","${plan}"
"##Newark","New Jersey","NJ","08701","Are you or is any family member (whether or not named) an expectant mother or father in the process of adopting a child or undergoing infertility treatment? If yes coverage cannot be issued.","Have you or anyone named been declined for insurance due to health reasons? (The person(s) named will not be covered under the policy/certificate.)","Have you or any person named lived in the 50 states of the USA or the District of Columbia for less than the past 12 months? (The person(s) named will not be covered under the policy/certificate.)","Do you or any person named now have hospital or medical expense insurance that will not terminate prior to the requested effective date? (The person(s) named will not be covered under the policy/certificate)","Within the last 5 years have you or anyone named received medical or surgical consultation advice or treatment including medication for any of the following: liver disorders kidney disorders chronic obstructive pulmonary disorder (COPD) or emphysema diabetes cancer heart or circulatory system disorders (excluding high blood pressure) Crohn's disease or ulcerative colitis or alcohol or drug abuse or immune system disorders? (The person(s) named will not be covered under the policy/certificate.)","Within the last 5 years have you or has anyone named received treatment advice medication or surgical consultation for HIV infection from a doctor or other licensed clinical professional or had a positive test for HIV infection performed by a doctor or other licensed clinical professional? (The person(s) name will not be covered under the policy/certificate.)","${Q7}","${plan}"
"Albuquerque","New Mexico","NM","87121","Are you or is any family member (whether or not named) an expectant mother or father in the process of adopting a child or undergoing infertility treatment? If yes coverage cannot be issued.","Have you or anyone named been declined for insurance due to health reasons? (The person(s) named will not be covered under the policy/certificate.)","Have you or any person named lived in the 50 states of the USA or the District of Columbia for less than the past 12 months? (The person(s) named will not be covered under the policy/certificate.)","Do you or any person named now have hospital or medical expense insurance that will not terminate prior to the requested effective date? (The person(s) named will not be covered under the policy/certificate)","Within the last 5 years have you or anyone named received medical or surgical consultation advice or treatment including medication for any of the following: liver disorders kidney disorders chronic obstructive pulmonary disorder (COPD) or emphysema diabetes cancer heart or circulatory system disorders (excluding high blood pressure) Crohn's disease or ulcerative colitis or alcohol or drug abuse or immune system disorders? (The person(s) named will not be covered under the policy/certificate.)","Within the last 5 years have you or has anyone named received treatment advice medication or surgical consultation for HIV infection from a doctor or other licensed clinical professional or had a positive test for HIV infection performed by a doctor or other licensed clinical professional? (The person(s) name will not be covered under the policy/certificate.)","${Q7}","${plan}"
"##Las Vegas","Nevada","NV","89110","Are you or is any family member (whether or not named) an expectant mother or father in the process of adopting a child or undergoing infertility treatment? If yes coverage cannot be issued.","Have you or anyone named been declined for insurance due to health reasons? (The person(s) named will not be covered under the policy/certificate.)","Have you or any person named lived in the 50 states of the USA or the District of Columbia for less than the past 12 months? (The person(s) named will not be covered under the policy/certificate.)","Do you or any person named now have hospital or medical expense insurance that will not terminate prior to the requested effective date? (The person(s) named will not be covered under the policy/certificate)","Within the last 5 years have you or anyone named received medical or surgical consultation advice or treatment including medication for any of the following: liver disorders kidney disorders chronic obstructive pulmonary disorder (COPD) or emphysema diabetes cancer heart or circulatory system disorders (excluding high blood pressure) Crohn's disease or ulcerative colitis or alcohol or drug abuse or immune system disorders? (The person(s) named will not be covered under the policy/certificate.)","Within the last 5 years have you or has anyone named received treatment advice medication or surgical consultation for HIV infection from a doctor or other licensed clinical professional or had a positive test for HIV infection performed by a doctor or other licensed clinical professional? (The person(s) name will not be covered under the policy/certificate.)","${Q7}","${plan}"
"##New York","New York","NY","11226","Are you or is any family member (whether or not named) an expectant mother or father in the process of adopting a child or undergoing infertility treatment? If yes coverage cannot be issued.","Have you or anyone named been declined for insurance due to health reasons? (The person(s) named will not be covered under the policy/certificate.)","Have you or any person named lived in the 50 states of the USA or the District of Columbia for less than the past 12 months? (The person(s) named will not be covered under the policy/certificate.)","Do you or any person named now have hospital or medical expense insurance that will not terminate prior to the requested effective date? (The person(s) named will not be covered under the policy/certificate)","Within the last 5 years have you or anyone named received medical or surgical consultation advice or treatment including medication for any of the following: liver disorders kidney disorders chronic obstructive pulmonary disorder (COPD) or emphysema diabetes cancer heart or circulatory system disorders (excluding high blood pressure) Crohn's disease or ulcerative colitis or alcohol or drug abuse or immune system disorders? (The person(s) named will not be covered under the policy/certificate.)","Within the last 5 years have you or has anyone named received treatment advice medication or surgical consultation for HIV infection from a doctor or other licensed clinical professional or had a positive test for HIV infection performed by a doctor or other licensed clinical professional? (The person(s) name will not be covered under the policy/certificate.)","${Q7}","${plan}"
"Columbus","Ohio","OH","43228","Are you or is any family member (whether or not named) an expectant mother or father in the process of adopting a child or undergoing infertility treatment? If yes coverage cannot be issued.","Have you or anyone named been declined for insurance due to health reasons? (The person(s) named will not be covered under the policy/certificate.)","Have you or any person named lived in the 50 states of the USA or the District of Columbia for less than the past 12 months? (The person(s) named will not be covered under the policy/certificate.)","Do you or any person named now have hospital or medical expense insurance that will not terminate prior to the requested effective date? (The person(s) named will not be covered under the policy/certificate)","Within the last 5 years have you or anyone named received medical or surgical consultation advice or treatment including medication for any of the following: liver disorders kidney disorders chronic obstructive pulmonary disorder (COPD) or emphysema diabetes cancer heart or circulatory system disorders (excluding high blood pressure) Crohn's disease or ulcerative colitis or alcohol or drug abuse or immune system disorders? (The person(s) named will not be covered under the policy/certificate.)","Within the last 5 years have you or has anyone named received treatment advice medication or surgical consultation for HIV infection from a doctor or other licensed clinical professional or had a positive test for HIV infection performed by a doctor or other licensed clinical professional? (The person(s) name will not be covered under the policy/certificate.)","${Q7}","${plan}"
"Oklahoma City","Oklahoma","OK","73160","Are you or is any family member (whether or not named) an expectant mother or father in the process of adopting a child or undergoing infertility treatment? If yes coverage cannot be issued.","Have you or anyone named been declined for insurance due to health reasons? (The person(s) named will not be covered under the policy/certificate.)","Have you or any person named lived in the 50 states of the USA or the District of Columbia for less than the past 12 months? (The person(s) named will not be covered under the policy/certificate.)","Do you or any person named now have hospital or medical expense insurance that will not terminate prior to the requested effective date? (The person(s) named will not be covered under the policy/certificate)","Within the last 5 years have you or anyone named received medical or surgical consultation advice or treatment including medication for any of the following: liver disorders kidney disorders chronic obstructive pulmonary disorder (COPD) or emphysema diabetes cancer heart or circulatory system disorders (excluding high blood pressure) Crohn's disease or ulcerative colitis or alcohol or drug abuse or immune system disorders? (The person(s) named will not be covered under the policy/certificate.)","Within the last 5 years have you or has anyone named received treatment advice medication or surgical consultation for HIV infection from a doctor or other licensed clinical professional or had a positive test for HIV infection performed by a doctor or other licensed clinical professional? (The person(s) name will not be covered under the policy/certificate.)","${Q7}","${plan}"
"##Portland","Oregon","OR","97229","Are you or is any family member (whether or not named) an expectant mother or father in the process of adopting a child or undergoing infertility treatment? If yes coverage cannot be issued.","Have you or anyone named been declined for insurance due to health reasons? (The person(s) named will not be covered under the policy/certificate.)","Have you or any person named lived in the 50 states of the USA or the District of Columbia for less than the past 12 months? (The person(s) named will not be covered under the policy/certificate.)","Do you or any person named now have hospital or medical expense insurance that will not terminate prior to the requested effective date? (The person(s) named will not be covered under the policy/certificate)","Within the last 5 years have you or anyone named received medical or surgical consultation advice or treatment including medication for any of the following: liver disorders kidney disorders chronic obstructive pulmonary disorder (COPD) or emphysema diabetes cancer heart or circulatory system disorders (excluding high blood pressure) Crohn's disease or ulcerative colitis or alcohol or drug abuse or immune system disorders? (The person(s) named will not be covered under the policy/certificate.)","Within the last 5 years have you or has anyone named received treatment advice medication or surgical consultation for HIV infection from a doctor or other licensed clinical professional or had a positive test for HIV infection performed by a doctor or other licensed clinical professional? (The person(s) name will not be covered under the policy/certificate.)","${Q7}","${plan}"
"##Philadelphia","Pennsylvania","PA","19120","Are you or is any family member (whether or not named) an expectant mother or father in the process of adopting a child or undergoing infertility treatment? If yes coverage cannot be issued.","Have you or anyone named been declined for insurance due to health reasons? (The person(s) named will not be covered under the policy/certificate.)","Have you or any person named lived in the 50 states of the USA or the District of Columbia for less than the past 12 months? (The person(s) named will not be covered under the policy/certificate.)","Do you or any person named now have hospital or medical expense insurance that will not terminate prior to the requested effective date? (The person(s) named will not be covered under the policy/certificate)","Within the last 5 years have you or anyone named received medical or surgical consultation advice or treatment including medication for any of the following: liver disorders kidney disorders chronic obstructive pulmonary disorder (COPD) or emphysema diabetes cancer heart or circulatory system disorders (excluding high blood pressure) Crohn's disease or ulcerative colitis or alcohol or drug abuse or immune system disorders? (The person(s) named will not be covered under the policy/certificate.)","Within the last 5 years have you or has anyone named received treatment advice medication or surgical consultation for HIV infection from a doctor or other licensed clinical professional or had a positive test for HIV infection performed by a doctor or other licensed clinical professional? (The person(s) name will not be covered under the policy/certificate.)","${Q7}","${plan}"
"##Providence","Rhode Island","RI","02909","Are you or is any family member (whether or not named) an expectant mother or father in the process of adopting a child or undergoing infertility treatment? If yes coverage cannot be issued.","Have you or anyone named been declined for insurance due to health reasons? (The person(s) named will not be covered under the policy/certificate.)","Have you or any person named lived in the 50 states of the USA or the District of Columbia for less than the past 12 months? (The person(s) named will not be covered under the policy/certificate.)","Do you or any person named now have hospital or medical expense insurance that will not terminate prior to the requested effective date? (The person(s) named will not be covered under the policy/certificate)","Within the last 5 years have you or anyone named received medical or surgical consultation advice or treatment including medication for any of the following: liver disorders kidney disorders chronic obstructive pulmonary disorder (COPD) or emphysema diabetes cancer heart or circulatory system disorders (excluding high blood pressure) Crohn's disease or ulcerative colitis or alcohol or drug abuse or immune system disorders? (The person(s) named will not be covered under the policy/certificate.)","Within the last 5 years have you or has anyone named received treatment advice medication or surgical consultation for HIV infection from a doctor or other licensed clinical professional or had a positive test for HIV infection performed by a doctor or other licensed clinical professional? (The person(s) name will not be covered under the policy/certificate.)","${Q7}","${plan}"
"Columbia","South Carolina","SC","29223","Are you or is any family member (whether or not named) an expectant mother or father in the process of adopting a child or undergoing infertility treatment? If yes coverage cannot be issued.","Have you or anyone named been declined for insurance due to health reasons? (The person(s) named will not be covered under the policy/certificate.)","Have you or any person named lived in the 50 states of the USA or the District of Columbia for less than the past 12 months? (The person(s) named will not be covered under the policy/certificate.)","Do you or any person named now have hospital or medical expense insurance that will not terminate prior to the requested effective date? (The person(s) named will not be covered under the policy/certificate)","Within the last 5 years have you or anyone named received medical or surgical consultation advice or treatment including medication for any of the following: liver disorders kidney disorders chronic obstructive pulmonary disorder (COPD) or emphysema diabetes cancer heart or circulatory system disorders (excluding high blood pressure) Crohn's disease or ulcerative colitis or alcohol or drug abuse or immune system disorders? (The person(s) named will not be covered under the policy/certificate.)","Within the last 5 years have you or has anyone named received treatment advice medication or surgical consultation for HIV infection from a doctor or other licensed clinical professional or had a positive test for HIV infection performed by a doctor or other licensed clinical professional? (The person(s) name will not be covered under the policy/certificate.)","${Q7}","${plan}"
"##Sioux Falls","South Dakota","SD","57106","Are you or is any family member (whether or not named) an expectant mother or father in the process of adopting a child or undergoing infertility treatment? If yes coverage cannot be issued.","Have you or anyone named been declined for insurance due to health reasons? (The person(s) named will not be covered under the policy/certificate.)","Have you or any person named lived in the 50 states of the USA or the District of Columbia for less than the past 12 months? (The person(s) named will not be covered under the policy/certificate.)","Do you or any person named now have hospital or medical expense insurance that will not terminate prior to the requested effective date? (The person(s) named will not be covered under the policy/certificate)","Within the last 5 years have you or anyone named received medical or surgical consultation advice or treatment including medication for any of the following: liver disorders kidney disorders chronic obstructive pulmonary disorder (COPD) or emphysema diabetes cancer heart or circulatory system disorders (excluding high blood pressure) Crohn's disease or ulcerative colitis or alcohol or drug abuse or immune system disorders? (The person(s) named will not be covered under the policy/certificate.)","Within the last 5 years have you or has anyone named received treatment advice medication or surgical consultation for HIV infection from a doctor or other licensed clinical professional or had a positive test for HIV infection performed by a doctor or other licensed clinical professional? (The person(s) name will not be covered under the policy/certificate.)","${Q7}","${plan}"
"Memphis","Tennessee","TN","37013","Are you or is any family member (whether or not named) an expectant mother or father in the process of adopting a child or undergoing infertility treatment? If yes coverage cannot be issued.","Have you or anyone named been declined for insurance due to health reasons? (The person(s) named will not be covered under the policy/certificate.)","Have you or any person named lived in the 50 states of the USA or the District of Columbia for less than the past 12 months? (The person(s) named will not be covered under the policy/certificate.)","Do you or any person named now have hospital or medical expense insurance that will not terminate prior to the requested effective date? (The person(s) named will not be covered under the policy/certificate)","Within the last 5 years have you or anyone named received medical or surgical consultation advice or treatment including medication for any of the following: liver disorders kidney disorders chronic obstructive pulmonary disorder (COPD) or emphysema diabetes cancer heart or circulatory system disorders (excluding high blood pressure) Crohn's disease or ulcerative colitis or alcohol or drug abuse or immune system disorders? (The person(s) named will not be covered under the policy/certificate.)","Within the last 5 years have you or has anyone named received treatment advice medication or surgical consultation for HIV infection from a doctor or other licensed clinical professional or had a positive test for HIV infection performed by a doctor or other licensed clinical professional? (The person(s) name will not be covered under the policy/certificate.)","${Q7}","${plan}"
"Houston","Texas","TX","79936","Are you or is any family member (whether or not named) an expectant mother or father in the process of adopting a child or undergoing infertility treatment? If yes coverage cannot be issued.","Have you or anyone named been declined for insurance due to health reasons? (The person(s) named will not be covered under the policy/certificate.)","Have you or any person named lived in the 50 states of the USA or the District of Columbia for less than the past 12 months? (The person(s) named will not be covered under the policy/certificate.)","Do you or any person named now have hospital or medical expense insurance that will not terminate prior to the requested effective date? (The person(s) named will not be covered under the policy/certificate)","Within the last 5 years have you or anyone named received medical or surgical consultation advice or treatment including medication for any of the following: liver disorders kidney disorders chronic obstructive pulmonary disorder (COPD) or emphysema diabetes cancer heart or circulatory system disorders (excluding high blood pressure) Crohn's disease or ulcerative colitis or alcohol or drug abuse or immune system disorders? (The person(s) named will not be covered under the policy/certificate.)","Within the last 5 years have you or has anyone named received treatment advice medication or surgical consultation for HIV infection from a doctor or other licensed clinical professional or had a positive test for HIV infection performed by a doctor or other licensed clinical professional? (The person(s) name will not be covered under the policy/certificate.)","${Q7}","${plan}"
"##Salt Lake City","Utah","UT","84120","Are you or is any family member (whether or not named) an expectant mother or father in the process of adopting a child or undergoing infertility treatment? If yes coverage cannot be issued.","Have you or anyone named been declined for insurance due to health reasons? (The person(s) named will not be covered under the policy/certificate.)","Have you or any person named lived in the 50 states of the USA or the District of Columbia for less than the past 12 months? (The person(s) named will not be covered under the policy/certificate.)","Do you or any person named now have hospital or medical expense insurance that will not terminate prior to the requested effective date? (The person(s) named will not be covered under the policy/certificate)","Within the last 5 years have you or anyone named received medical or surgical consultation advice or treatment including medication for any of the following: liver disorders kidney disorders chronic obstructive pulmonary disorder (COPD) or emphysema diabetes cancer heart or circulatory system disorders (excluding high blood pressure) Crohn's disease or ulcerative colitis or alcohol or drug abuse or immune system disorders? (The person(s) named will not be covered under the policy/certificate.)","Within the last 5 years have you or has anyone named received treatment advice medication or surgical consultation for HIV infection from a doctor or other licensed clinical professional or had a positive test for HIV infection performed by a doctor or other licensed clinical professional? (The person(s) name will not be covered under the policy/certificate.)","${Q7}","${plan}"
"Virginia Beach","Virginia","VA","23464","Are you or is any family member (whether or not named) an expectant mother or father in the process of adopting a child or undergoing infertility treatment? If yes coverage cannot be issued.","Have you or anyone named been declined for insurance due to health reasons? (The person(s) named will not be covered under the policy/certificate.)","Have you or any person named lived in the 50 states of the USA or the District of Columbia for less than the past 12 months? (The person(s) named will not be covered under the policy/certificate.)","Do you or any person named now have hospital or medical expense insurance that will not terminate prior to the requested effective date? (The person(s) named will not be covered under the policy/certificate)","Within the last 5 years have you or anyone named received medical or surgical consultation advice or treatment including medication for any of the following: liver disorders kidney disorders chronic obstructive pulmonary disorder (COPD) or emphysema diabetes cancer heart or circulatory system disorders (excluding high blood pressure) Crohn's disease or ulcerative colitis or alcohol or drug abuse or immune system disorders? (The person(s) named will not be covered under the policy/certificate.)","Within the last 5 years have you or has anyone named received treatment advice medication or surgical consultation for HIV infection from a doctor or other licensed clinical professional or had a positive test for HIV infection performed by a doctor or other licensed clinical professional? (The person(s) name will not be covered under the policy/certificate.)","${Q7}","${plan}"
"##Burlington","Vermont","VT","05401","Are you or is any family member (whether or not named) an expectant mother or father in the process of adopting a child or undergoing infertility treatment? If yes coverage cannot be issued.","Have you or anyone named been declined for insurance due to health reasons? (The person(s) named will not be covered under the policy/certificate.)","Have you or any person named lived in the 50 states of the USA or the District of Columbia for less than the past 12 months? (The person(s) named will not be covered under the policy/certificate.)","Do you or any person named now have hospital or medical expense insurance that will not terminate prior to the requested effective date? (The person(s) named will not be covered under the policy/certificate)","Within the last 5 years have you or anyone named received medical or surgical consultation advice or treatment including medication for any of the following: liver disorders kidney disorders chronic obstructive pulmonary disorder (COPD) or emphysema diabetes cancer heart or circulatory system disorders (excluding high blood pressure) Crohn's disease or ulcerative colitis or alcohol or drug abuse or immune system disorders? (The person(s) named will not be covered under the policy/certificate.)","Within the last 5 years have you or has anyone named received treatment advice medication or surgical consultation for HIV infection from a doctor or other licensed clinical professional or had a positive test for HIV infection performed by a doctor or other licensed clinical professional? (The person(s) name will not be covered under the policy/certificate.)","${Q7}","${plan}"
"##Seattle","Washington","WA","98115","Are you or is any family member (whether or not named) an expectant mother or father in the process of adopting a child or undergoing infertility treatment? If yes coverage cannot be issued.","Have you or anyone named been declined for insurance due to health reasons? (The person(s) named will not be covered under the policy/certificate.)","Have you or any person named lived in the 50 states of the USA or the District of Columbia for less than the past 12 months? (The person(s) named will not be covered under the policy/certificate.)","Do you or any person named now have hospital or medical expense insurance that will not terminate prior to the requested effective date? (The person(s) named will not be covered under the policy/certificate)","Within the last 5 years have you or anyone named received medical or surgical consultation advice or treatment including medication for any of the following: liver disorders kidney disorders chronic obstructive pulmonary disorder (COPD) or emphysema diabetes cancer heart or circulatory system disorders (excluding high blood pressure) Crohn's disease or ulcerative colitis or alcohol or drug abuse or immune system disorders? (The person(s) named will not be covered under the policy/certificate.)","Within the last 5 years have you or has anyone named received treatment advice medication or surgical consultation for HIV infection from a doctor or other licensed clinical professional or had a positive test for HIV infection performed by a doctor or other licensed clinical professional? (The person(s) name will not be covered under the policy/certificate.)","${Q7}","${plan}"
"Milwaukee","Wisconsin","WI","53215","Are you or is any family member (whether or not named) an expectant mother or father in the process of adopting a child or undergoing infertility treatment? If yes coverage cannot be issued.","Have you or anyone named been declined for insurance due to health reasons? (The person(s) named will not be covered under the policy/certificate.)","Have you or any person named lived in the 50 states of the USA or the District of Columbia for less than the past 12 months? (The person(s) named will not be covered under the policy/certificate.)","Do you or any person named now have hospital or medical expense insurance that will not terminate prior to the requested effective date? (The person(s) named will not be covered under the policy/certificate)","Within the last 5 years have you or anyone named received medical or surgical consultation advice or treatment including medication for any of the following: liver disorders kidney disorders chronic obstructive pulmonary disorder (COPD) or emphysema diabetes cancer heart or circulatory system disorders (excluding high blood pressure) Crohn's disease or ulcerative colitis or alcohol or drug abuse or immune system disorders? (The person(s) named will not be covered under the policy/certificate.)","Within the last 5 years have you or has anyone named received treatment advice medication or surgical consultation for HIV infection from a doctor or other licensed clinical professional or had a positive test for HIV infection performed by a doctor or other licensed clinical professional? (The person(s) name will not be covered under the policy/certificate.)","${Q7}","${plan}"
"Charleston","West Virginia","WV","25302","Are you or is any family member (whether or not named) an expectant mother or father in the process of adopting a child or undergoing infertility treatment? If yes coverage cannot be issued.","Have you or anyone named been declined for insurance due to health reasons? (The person(s) named will not be covered under the policy/certificate.)","Have you or any person named lived in the 50 states of the USA or the District of Columbia for less than the past 12 months? (The person(s) named will not be covered under the policy/certificate.)","Do you or any person named now have hospital or medical expense insurance that will not terminate prior to the requested effective date? (The person(s) named will not be covered under the policy/certificate)","Within the last 5 years have you or anyone named received medical or surgical consultation advice or treatment including medication for any of the following: liver disorders kidney disorders chronic obstructive pulmonary disorder (COPD) or emphysema diabetes cancer heart or circulatory system disorders (excluding high blood pressure) Crohn's disease or ulcerative colitis or alcohol or drug abuse or immune system disorders? (The person(s) named will not be covered under the policy/certificate.)","Within the last 5 years have you or has anyone named received treatment advice medication or surgical consultation for HIV infection from a doctor or other licensed clinical professional or had a positive test for HIV infection performed by a doctor or other licensed clinical professional? (The person(s) name will not be covered under the policy/certificate.)","${Q7}","${plan}"
"Cheyenne","Wyoming","WY","82001","Are you or is any family member (whether or not named) an expectant mother or father in the process of adopting a child or undergoing infertility treatment? If yes coverage cannot be issued.","Have you or anyone named been declined for insurance due to health reasons? (The person(s) named will not be covered under the policy/certificate.)","Have you or any person named lived in the 50 states of the USA or the District of Columbia for less than the past 12 months? (The person(s) named will not be covered under the policy/certificate.)","Do you or any person named now have hospital or medical expense insurance that will not terminate prior to the requested effective date? (The person(s) named will not be covered under the policy/certificate)","Within the last 5 years have you or anyone named received medical or surgical consultation advice or treatment including medication for any of the following: liver disorders kidney disorders chronic obstructive pulmonary disorder (COPD) or emphysema diabetes cancer heart or circulatory system disorders (excluding high blood pressure) Crohn's disease or ulcerative colitis or alcohol or drug abuse or immune system disorders? (The person(s) named will not be covered under the policy/certificate.)","Within the last 5 years have you or has anyone named received treatment advice medication or surgical consultation for HIV infection from a doctor or other licensed clinical professional or had a positive test for HIV infection performed by a doctor or other licensed clinical professional? (The person(s) name will not be covered under the policy/certificate.)","${Q7}","${plan}"
