"state","state1","zip","DOB","planname","quote_P","apply_P","confirm_P"
"South Carolina","SC","29223","03/06/1985","Foundation Dental - Guardian","${quote_P}","${apply_P}","${review_P}"
"South Carolina","SC","29223","03/06/1985","Foundation Dental - Defender and Foundation Vision","${quote_P}","${apply_P}","${review_P}"
"South Carolina","SC","29223","03/06/1985","Foundation Dental - Guardian and Foundation Vision","${quote_P}","${apply_P}","${review_P}"
"South Dakota","SD","57106","03/06/1985","Foundation Dental - Protector I","${quote_P}","${apply_P}","${review_P}"
"South Dakota","SD","57001","03/06/1985","Foundation Dental - Defender","${quote_P}","${apply_P}","${review_P}"
"South Dakota","SD","57106","03/06/1985","Foundation Dental - Protector I and Foundation Vision","${quote_P}","${apply_P}","${review_P}"
"South Dakota","SD","57001","03/06/1985","Foundation Dental - Guardian","${quote_P}","${apply_P}","${review_P}"
"South Dakota","SD","57106","03/06/1985","Foundation Dental - Defender and Foundation Vision","${quote_P}","${apply_P}","${review_P}"
"South Dakota","SD","57001","03/06/1985","Foundation Dental - Guardian and Foundation Vision","${quote_P}","${apply_P}","${review_P}"
"Tennessee","TN","37013","03/06/1985","Foundation Dental - Protector I","${quote_P}","${apply_P}","${review_P}"
"Tennessee","TN","37214","03/06/1985","Foundation Dental - Defender","${quote_P}","${apply_P}","${review_P}"
"Tennessee","TN","37013","03/06/1985","Foundation Dental - Protector I and Foundation Vision","${quote_P}","${apply_P}","${review_P}"
"Tennessee","TN","37214","03/06/1985","Foundation Dental - Guardian","${quote_P}","${apply_P}","${review_P}"
"Tennessee","TN","37013","03/06/1985","Foundation Dental - Defender and Foundation Vision","${quote_P}","${apply_P}","${review_P}"
"Tennessee","TN","37214","03/06/1985","Foundation Dental - Guardian and Foundation Vision","${quote_P}","${apply_P}","${review_P}"
"Texas","TX","79936","03/06/1985","Foundation Dental - Protector I","${quote_P}","${apply_P}","${review_P}"
"Texas","TX","77079","03/06/1985","Foundation Dental - Defender","${quote_P}","${apply_P}","${review_P}"
"Texas","TX","75001","03/06/1985","Foundation Dental - Protector I and Foundation Vision","${quote_P}","${apply_P}","${review_P}"
"Texas","TX","79936","03/06/1985","Foundation Dental - Guardian","${quote_P}","${apply_P}","${review_P}"
"Texas","TX","77079","03/06/1985","Foundation Dental - Defender and Foundation Vision","${quote_P}","${apply_P}","${review_P}"
"Texas","TX","75001","03/06/1985","Foundation Dental - Guardian and Foundation Vision","${quote_P}","${apply_P}","${review_P}"
"Utah","UT","84120","03/06/1985","Foundation Dental - Protector I","${quote_P}","${apply_P}","${review_P}"
"Utah","UT","84120","03/06/1985","Foundation Dental - Defender","${quote_P}","${apply_P}","${review_P}"
"Utah","UT","84120","03/06/1985","Foundation Dental - Protector I and Foundation Vision","${quote_P}","${apply_P}","${review_P}"
"Utah","UT","84120","03/06/1985","Foundation Dental - Guardian","${quote_P}","${apply_P}","${review_P}"
"Utah","UT","84120","03/06/1985","Foundation Dental - Defender and Foundation Vision","${quote_P}","${apply_P}","${review_P}"
"Utah","UT","84120","03/06/1985","Foundation Dental - Guardian and Foundation Vision","${quote_P}","${apply_P}","${review_P}"
"Virginia","VA","23464","03/06/1985","Foundation Dental - Protector I","${quote_P}","${apply_P}","${review_P}"
"Virginia","VA","20186","03/06/1985","Foundation Dental - Defender","${quote_P}","${apply_P}","${review_P}"
"Virginia","VA","23464","03/06/1985","Foundation Dental - Protector I and Foundation Vision","${quote_P}","${apply_P}","${review_P}"
"Virginia","VA","20186","03/06/1985","Foundation Dental - Guardian","${quote_P}","${apply_P}","${review_P}"
"Virginia","VA","23464","03/06/1985","Foundation Dental - Defender and Foundation Vision","${quote_P}","${apply_P}","${review_P}"
"Virginia","VA","20186","03/06/1985","Foundation Dental - Guardian and Foundation Vision","${quote_P}","${apply_P}","${review_P}"
"Vermont","VT","05401","03/06/1985","Foundation Dental - Protector I","${quote_P}","${apply_P}","${review_P}"
"Vermont","VT","05401","03/06/1985","Foundation Dental - Defender","${quote_P}","${apply_P}","${review_P}"
"Vermont","VT","05401","03/06/1985","Foundation Dental - Protector I and Foundation Vision","${quote_P}","${apply_P}","${review_P}"
"Vermont","VT","05401","03/06/1985","Foundation Dental - Guardian","${quote_P}","${apply_P}","${review_P}"
"Vermont","VT","05401","03/06/1985","Foundation Dental - Defender and Foundation Vision","${quote_P}","${apply_P}","${review_P}"
"Vermont","VT","05401","03/06/1985","Foundation Dental - Guardian and Foundation Vision","${quote_P}","${apply_P}","${review_P}"
"Washington","WA","98115","03/06/1985","Foundation Dental - Protector I","${quote_P}","${apply_P}","${review_P}"
"Washington","WA","98115","03/06/1985","Foundation Dental - Defender","${quote_P}","${apply_P}","${review_P}"
"Washington","WA","98115","03/06/1985","Foundation Dental - Protector I and Foundation Vision","${quote_P}","${apply_P}","${review_P}"
"Washington","WA","98115","03/06/1985","Foundation Dental - Guardian","${quote_P}","${apply_P}","${review_P}"
"Washington","WA","98115","03/06/1985","Foundation Dental - Defender and Foundation Vision","${quote_P}","${apply_P}","${review_P}"
"Washington","WA","98115","03/06/1985","Foundation Dental - Guardian and Foundation Vision","${quote_P}","${apply_P}","${review_P}"
"Wisconsin","WI","53215","03/06/1985","Foundation Dental - Protector I","${quote_P}","${apply_P}","${review_P}"
"Wisconsin","WI","53215","03/06/1985","Foundation Dental - Defender","${quote_P}","${apply_P}","${review_P}"
"Wisconsin","WI","53001","03/06/1985","Foundation Dental - Protector I and Foundation Vision","${quote_P}","${apply_P}","${review_P}"
"Wisconsin","WI","53215","03/06/1985","Foundation Dental - Guardian","${quote_P}","${apply_P}","${review_P}"
"Wisconsin","WI","53215","03/06/1985","Foundation Dental - Defender and Foundation Vision","${quote_P}","${apply_P}","${review_P}"
"Wisconsin","WI","53001","03/06/1985","Foundation Dental - Guardian and Foundation Vision","${quote_P}","${apply_P}","${review_P}"
"West Virginia","WV","25302","03/06/1985","Foundation Dental - Protector I","${quote_P}","${apply_P}","${review_P}"
"West Virginia","WV","24701","03/06/1985","Foundation Dental - Defender","${quote_P}","${apply_P}","${review_P}"
"West Virginia","WV","25302","03/06/1985","Foundation Dental - Protector I and Foundation Vision","${quote_P}","${apply_P}","${review_P}"
"West Virginia","WV","24701","03/06/1985","Foundation Dental - Guardian","${quote_P}","${apply_P}","${review_P}"
"West Virginia","WV","25302","03/06/1985","Foundation Dental - Defender and Foundation Vision","${quote_P}","${apply_P}","${review_P}"
"West Virginia","WV","24701","03/06/1985","Foundation Dental - Guardian and Foundation Vision","${quote_P}","${apply_P}","${review_P}"
"Wyoming","WY","82001","03/06/1985","Foundation Dental - Protector I","${quote_P}","${apply_P}","${review_P}"
"Wyoming","WY","82001","03/06/1985","Foundation Dental - Defender","${quote_P}","${apply_P}","${review_P}"
"Wyoming","WY","82001","03/06/1985","Foundation Dental - Protector I and Foundation Vision","${quote_P}","${apply_P}","${review_P}"
"Wyoming","WY","82001","03/06/1985","Foundation Dental - Guardian","${quote_P}","${apply_P}","${review_P}"
"Wyoming","WY","82001","03/06/1985","Foundation Dental - Defender and Foundation Vision","${quote_P}","${apply_P}","${review_P}"
"Wyoming","WY","82001","03/06/1985","Foundation Dental - Guardian and Foundation Vision","${quote_P}","${apply_P}","${review_P}"
