"Keywords","title","description","Keywordslength","titlelength","descriptionlength","Has Inbound links","Link"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/medicare-advantage-in-poorest-counties"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/obamacare-subsidies-king-v-burwell"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/2015-obamacare-deductible-copayment-coinsurance-out-of-pocket"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/early-trends-2015-obamacare-premiums"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/2015-medicare-part-d-premium-vs-deductible"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/obamacare-2014-premiums-higher-than-pre-reform-market"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/2015-Medicare-drug-coverage-nd-restrictions"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/2014-dental-plan-costs"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/2015-obamacare-specialty-drug-costs"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/medicare-advantage-customer-service-ranking"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/2015-obamacare-out-of-pocket-preview"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/off-exchange-vs-on-exchange-premium-comparison"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/medicare-part-d-plan-ranking-by-state"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/broker-private-exchange-government-exchange-comparison"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/medicare-advantage-extra-benefits-supplemental-benefits"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/18-34-year-olds-face-smaller-income-window-for-premium-subsidies"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/higher-healthcare-costs-risked-using-shortcuts"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/1-in-3-small-business-health-plans-exceed-deductible-cap"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/2014-obamacare-deductible-out-of-pocket-costs"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/tradeoff-exists-between-cost-and-quality-for-medicare-advantage-plans"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/fewer-medicare-advantage-plans-higher-premiums-in-rural-settings"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/2014-medicare-drug-plan-consumers-face-restrictions"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/renewal-of-2013-individual-health-plans-gets-attention"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/ranking-state-health-insurance-exchanges"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/2014-medicare-prescription-drug-plan-premiums-remain-stable"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/2014-medicare-advantage-spending-caps-help-enrollees-manage-risk/"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/exchange-marketplace-health-insurance-options/"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/zero-premium-medicare-advantage-plans-available-in-2014"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/off-exchange-vs-on-exchange-premiums"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/obamacare-may-be-a-harder-sell-for-older-consumers"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/medicare-drug-plan-restrictions-impact-many-enrollees"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/top-10-medical-services-excluded-by-health-insurance"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/medicare-advantage-quality-and-well-known-brand"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/obamacare-expands-drug-coverage-but-out-of-pocket-expenses-go-up"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/medicare-enrollee-lapse-and-complaints-strong-predictor-of-plan-quality"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/obamacare-bronze-plan-study"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/comparing-two-leading-private-online-exchanges-to-government-plan-finders-shows-gaps"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/are-profits-making-health-insurance-unaffordable"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/age-gap-bigger-than-gender-gap-for-health-insurance-premiums"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/high-coinsurance-health-plans-poor-protection-against-medical-expenses"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/80-percent-of-health-plans-charge-higher-premiums-than-quoted"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/1-3-health-plans-out-of-pocket-costs-fail-aca-standards"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/health-insurance-application-rejection-rates"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/obamacare/aca-health-plans"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/affordable-care-act"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/surveys/health-insurance-premium-affordability"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/surveys/poll-obamacare-subsidy-requirements"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/surveys/obamacare-enrollment-delay-post-election-poll"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/surveys/medicaid-gap-obamacare-subsidy-survey"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/surveys/uneven-obamacare-enrollment-extensions-unfair"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/surveys/obamacare-open-enrollment-period"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/surveys/less-than-quarter-know-final-day-medicare-annual-enrollment"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/surveys/support-growing-for-delay-of-individual-mandate-fine-for-uninsured"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/surveys/obamacare-insurance-exchange-data-security-concerns-persist"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/surveys/obamacare-health-insurance-exchange-privacy-data-security"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/surveys/majority-of-consumers-will-not-miss-major-brands-aetna-unitedhealthcare"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/surveys/health-insurance-premiums-on-exchange"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/surveys/obamacare-health-exchange-shopping"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/surveys/consumers-want-same-tax-advantage-when-paying-health-insurance-premiums"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/surveys/obamacare-allies-face-uphill-battle-with-consumers"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/surveys/new-york-tri-state-area-companies-weigh-self-insurance-rather-than-cut-health-coverage"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/surveys/group-health-insurance-plans-americans-prefer-to-choose-provider"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/surveys/people-wanting-obamacare-penalty-waived-outnumber-supporters-three-to-one"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/surveys/most-doctors-still-not-speaking-to-consumers-about-obamacare"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/surveys/demand-for-medical-care-threatens-to-increase-premiums"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/surveys/health-insurance-shopping-consumers-rarely-consider-quality-ratings"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/surveys/affordable-care-act-success-will-be-judged-based-on-premiums"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/surveys/more-than-half-not-wed-to-doctor"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/surveys/obamacare-uninsured-penalty-not-expensive-enough"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/surveys/survey-reveals-consumers-dont-understand-obamacare-health-plans"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/about-us/media#"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/problem"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/data"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-glossary/term/service"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-glossary/term/revenue"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-glossary/term/quality"
